id,collection,dc.contributor.advisor,dc.contributor.author,dc.contributor.author[],dc.date.issued,dc.description,dc.description.abstract,dc.description.abstract[en_US],dc.identifier,dc.identifier.uri,dc.language,dc.language.iso[en_US],dc.publisher,dc.publisher[en_US],dc.rights.holder[en_US],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title,dc.title[en_US],dc.type,dc.type[en_US]
"98d67097-6f5c-44d9-8a23-ee0dab55af4a","11250/2732887","Vinje, Erlend Ellefsen","Neset, Kristine",,"2022",,"Formålet med studien er å gi økt innsikt i hva som blir anerkjent som kompetanse i kroppsøvingsfaget, og hvordan læreplanen tolkes og overføres.



Studien er forankret i Goodlads læreplanteoretiske begrepsapparat og hans områder. Den baserer seg på tidligere forskning på feltet, tre individuelle intervju med tre kroppsøvingslærere på 9 og 10.trinn, og fire fokusgruppe intervju med til sammen tjueåtte elever på 9 og 10 trinn.



Kjennetegnene på den gode kroppsøvings eleven er etter denne studiens funn er; å utfordre seg selv, ikke gi opp, vise god innstilling, være i bevegelse, god lag- og klassekamerat, basic tekniske ferdigheter i idretter, god til å samarbeide, ta rett plass i gruppen, selvstendighet, fairplay, inkluderende, dra opp andre, basis ferdigheter i lagidrett, god til å samarbeide og mulighet til å tilpasse seg gruppen.



Kjennetegnene på den mindre gode kroppsøving eleven etter denne studiens funn er å; slenge negative kommentarer, være negativ, ikke klage, ikke ta imot veiledning, uselvstendig, lite i bevegelse, lite motivert.



Studien viser et gap mellom den formelle læreplanen og den oppfattede læreplanen, og dermed også den erfarte læreplanen. Rommet mellom den oppfattede og den erfarte læreplanen er relativt lite.



Resultatene viser at organiseringen av undervisningen gjør at mange ikke får mulighet til å vise eller utvikle kompetansen sin i faget. Resultatene viser også at lærerne skulle ønske man hadde mer tid til å prate sammen og gode tolkningsfellesskap muligens kunne løst flere av problemene faget står ovenfor. 

Nøkkelord: vurdering i kroppsøving, innsats, ferdigheter, forutsetninger, fremgang, utvikling og tolkningsfellesskap.||",,"no.usn:wiseflow:6607847:50829096","https://hdl.handle.net/11250/3014531","nob",,"University of South-Eastern Norway",,,,,,"Hva anerkjennes som kompetanse i kroppsøving?",,"Master thesis",
"991152f0-31e0-45d8-bcf2-97b44e10174b","11250/2732887","Solberg, Janne ||Petterson, Trude","Halilaj, Egzona||Miller, Hanna Marie",,"2024",,"Denne masteroppgaven undersøker hvordan ungdommer i tiendeklasse opplever og fortolker møte med politisk innhold på sosiale medier, og hva deres erfaringer kan si om deres politiske mestringstro. Vi har samlet inn data gjennom tre kvalitative gruppeintervjuer for å analysere deres perspektiver på møte med politisk innhold på sosiale medier. 

Vi tar utgangspunkt i teoretiske rammeverk som inkluderer mediebruk, mediekompetanse og kritisk tenkning, demokrati og medborgerskap, politisk engasjement og mestringstro. For å forstå hvordan ungdommene navigerer på den digitale sfære og vurderer informasjonen de møter på sosiale medier er ungdommenes evne til og ferdigheter i mediekompetanse og kritisk tenkning essensielt å vurdere.

Studien viser at ungdommene ofte føler at politisk innhold på sosiale medier er mer tilgjengelig og relevant enn tradisjonelle medier, men det er også utfordringer knyttet til kildekritikk og deres forståelse av politisk informasjon. Mange uttrykker en lav politisk mestringstro, som påvirkes av en følelse av utilstrekkelig opplæring i skolen og manglende opplevd relevans av politisk opplæring.

Resultatene peker på behovet for å styrke ungdommenes politiske mestringstro, som igjen vil bidra til å øke deres aktive deltagelse i demokratiet. Det er også viktig å styrke ungdommenes mediekompetanse, samt å gjøre politisk opplæring i skolen mer engasjerende og relevant. Gjennom å forstå ungdommenes opplevelser og fortolkninger, håper vi at denne studien kan bidra til utvikling av pedagogiske strategier som fremmer politisk engasjement og kritisk mediebevissthet blant unge.

Denne oppgaven er et bidrag til videre forskning på ungdom, sosiale medier, og politisk deltagelse, og gir innsikt i hvordan unge medborgere kan gjøres i stand til å delta aktivt i demokratiet.||",,"no.usn:wiseflow:7071754:59633958","https://hdl.handle.net/11250/3139038","nob",,"University of South-Eastern Norway",,,,,,"""Jeg føler jo også... at politikere har blitt sånn.. falt ut av trenden da...""; En kvalitativ studie av norske tiendeklassingers politiske mestringstro",,"Master thesis",
"99628374-aa0c-47fc-8c56-f2c9f40d6b85","11250/2732887","Frøjd, Ylva","Tandberg, Frida Auensen||Gjerberg, Celine Angelica",,"2024",,"Denne masteroppgaven undersøker tre utvalgte bildebøker Den blå boksen (2018), Det hvite huset (2018) og (Lille) speil (2018) fra bokserien Livsmestring skrevet av Janne Aasebø Johnsen. Serien ble skrevet spesielt for å jobbe med det tverrfaglige temaet folkehelse og livsmestring på ungdomstrinnet, og tematiserer problemstillinger knyttet til fysisk og psykisk helse. Vi undersøker følgende problemstilling; «Hvordan blir sosiale følelser fremstilt i et utvalg bildebøker fra bokserien Livsmestring, og på hvilke måter henvender historiene seg til en ungdomsleser?»

I undersøkelsen benytter vi oss av hermeneutisk nærlesing og litterær analyse som metode. Problemstillingen legger grunnlag for et analytisk perspektiv hvor undersøkelse av bildebøkenes språklig virkemidler, ikonotekst og fargebruk er sentralt. Sammen gir de metodiske valgene grunnlag for videre drøfting og en avsluttende kommentar.

Funnene viser at bildebøkene i stor grad henvender seg til en ungdomsleser gjennom tematikk, innhold og utforming. Arbeid med bildebøkene gir et potensial for emosjonell læring og kompetanse da bøkene fremstiller et spekter av følelser og oppmuntrer til empati for karakterenes livssituasjoner. Tidligere forskning påpeker at det er viktig å reflektere over innholdet i litteratur og veilede elever til riktig lesemåte for at læring skal skje. Vi drøfter derfor hvordan refleksjon og samtaler om bøkene kan bidra til en dypere forståelse av bøkenes helhet, og lærerrollen blir sentral for å rette elevenes oppmerksomhet mot det mer komplekse i bøkene for å fremme utvikling av emosjonell literacy.||This master’s thesis examines three selected picture books Den blå boksen (2018), Det hvite huset (2018) og (Lille) speil (2018) from the book series Livsmestring, written by Janne Aasebø Johnsen. The series was produced in association with the interdisciplinary topic of health and life skills, focusing on issues related to physical and mental health amongst students at secondary school. We investigate the following thesis statement; «How are social emotions portrayed in a selection of picture books from the Livsmestring series, and in what ways do the stories adress to a teen reader?»

In this study we utilize a hermeneutic close reading and literary analysis as methods. The thesis statement of our study forms the basis for an analytical perspective where examination of literary techniques, iconotext and the use of color is important. The methodological choices will collectively lay foundation for further deliberation and final remarks.

Findings show that the picture books adress to the target audience to great extent, through themes, content, and layout. Working with these picture books provides the potential for emotional learning and competence as they portray a wide range of emotions and encourage empathy for the characters’ life situations. Previously done research show that it is especially important to reflect upon the content, and that students need to be guided towards an appropriate reading approach for learning to occur. Therefore, we discuss how reflection and conversations about literature can contribute to a deeper understanding of the books’ entirety, and how teachers play a significant role in directing their student’s attention to more complex aspects of the books to promote emotional literacy.",,"no.usn:wiseflow:7071776:58315200","https://hdl.handle.net/11250/3143280","nob",,"University of South-Eastern Norway",,,,,,"Livsmestring: bildebokas potensial for utvikling av emosjonell literacy på ungdomstrinnet - En analyse av tre bildebøker fra Janne Aasebø Johnsens Livsmestringsserie",,"Master thesis",
"99f45bfb-1d45-44f4-bf6a-c6c76f51049f","11250/2732887","Bornholdt, Kerstin||Roll-Hansen, Hege","Andreassen, Judith Helene",,"2022",,"Denne oppgaven har belyst og besvart problemstillingen: «Kan bruk av «Jojo Rabbit» (2019) i samfunnsfagundervisning fremme historiebevissthet og historie empati?». Sammen med denne problemstillingen, og to forskningsspørmål, har oppgaven sett på hvordan filmen «Jojo Rabbit» kan brukes i samfunnsfagunderviningen for å fremme historiebevissthet og historisk empati hos elevene.



Oppgaven har basert seg på teori om historisk empati, historiebevissthet, perspektivmangfold og fagdidaktisk litteratur om bruk av film i undervisningen. Blant annet er teori fra Alan S. Marcus bruk for å belyse historisk empati og Robert A. Rosenstone for å belyse forholdet film og historie har. Teori om historiebevissthet, historisk empati og perspektivmangfold har også vært veldig sentrale for denne oppgaven. Oppgaven tar også i bruk teori om didaktikk for å belyse hvordan film kan brukes i undersvisningen og utfordringer dette kan bringe.



Metoden som har blitt brukt er en filmanalyse. I filmanlaysen har fokuset ligget mest på karakterene og deres betydning for filmen, samt hvordan de påvikes av hverandre. Empirien som ble funnet i denne delen av oppgaven, sammen med teori, ble brukt til å utforme et undervisningsopplegg som foreslår rollespill som en av aktivitene for å fremme historiebevissthet og historisk empati.



Resultatet av filmanalysen blir et undervisningsopplegget som består av forarbeid, filmvisning, rollespill og et etterarbeid. Alle delene av undervisningsopplegget er rettet mot filmen på et vis og legger opp til at elevene skal trene seg i å styrke ferdighetene historiebevissthet og historisk empati.||",,"no.usn:wiseflow:6607582:50678164","https://hdl.handle.net/11250/3014486","nob",,"University of South-Eastern Norway",,,,,,"Film i samfunnsfagundervisning",,"Master thesis",
"9aa32c06-ad52-4a7b-baea-530fe0c24292","11250/2732887","Sjøberg, Mari","Engnes, Ada Baklund",,"2024",,"Denne masteroppgaven ser på hvordan 10. klassinger anvender kildekritisk kompetanse gjennom samtaler om cannabis fra multiple tekster og hvordan man kan videreutvikle denne kompetansen. Elevenes kildekritiske kompetanse i naturfag blir studert fra et selvutviklet undervisningopplegg. I undervisningopplegget arbeidet elevene med et sosiovitenskapelig dilemma om cannabis. Oppgaven ble utarbeidet gjennom kompetansemålet om rusmidler: «Hvordan påvirker rusmidler (...) signalsystemet vårt?» (Utdanningsdirektoratet, 2020b) og kjerneelementet kropp og helse: «forstå (...) hvordan fysisk og psykisk helse kan ivaretas.» (Utdanningsdirektoratet, 2020d) og punkt 1.3 om kritisk tenkning og etisk bevissthet i opplæringens verdigrunnlag gjennom overordnet del (Kunnskapsdepartementet, 2017, s. 7). Innsamling av data skjedde ved hjelp av lydopptak og observasjon. Studien er av kvalitativ metode og det er gjort en tematisk analyse av datamaterialet.

Funnene fra masteroppgaven viser en manglende kildekritisk kompetanse hos en elevgruppe på 10. klassenivå. Hos et fåtall av elevene uttrykkes den kildekritiske kompetansen gjennom aktiv leting etter forskningshenvisning i kildene, sammenligning av informasjon både mellom kilder, men også med tidligere kunnskap samt en grunnleggende skepsis til ny informasjon. Likevel er det ingen av elevene som evaluerer evidensen i forskningen som presenteres eller gjør en bakgrunnssjekk av kilden. Dette resulterer i at argumentasjonen hos de fleste elevene baserer seg på gjengivelse av informasjonen i kilden eller antakelser om noe oppfattes som troverdig eller ikke. Funnene indikerer at grunnskolen bør jobbe mer aktivt og målbevisst for å bedre elevenes kildekritiske kompetanse. Det kan man gjøre ved at naturfagundervisningen preges av et naturvitenskapelig fokus på hvordan forskere arbeider og hvilken argumentasjon de bruker. Man kan også bruke sosiovitenskapelige innganger for å øke elevenes engasjement og skape bred forståelse i faget. Elevene kan jobbe med multiple tekster i oppgaveløsing for å skape aktiv forståelse av fenomener med motstridende og overlappende informasjon.



Nøkkelord: naturfag, kildekritikk, kritisk tenkning, sosiovitenskapelig dilemma, cannabis, multiple tekster.||",,"no.usn:wiseflow:7071780:59719013","https://hdl.handle.net/11250/3141916","nob",,"University of South-Eastern Norway",,,,,,"""Dere må være litt kildekritiske liksom"" - En studie om 10. klassingers kildekritiske kompetanse når de arbeider med et sosiovitenskapelig dilemma i naturfag",,"Master thesis",
"9c253ee4-6d19-494b-a6ee-2a59581956e6","11250/2732887","Strandberg, Lotta","Vukic, Aleksandar",,"2024","Full text not available","This study examines English teachers' perceptions of the reasons for pupils' reluctance to participate orally in the EFL classroom. English is a global language which is used in substantial parts of the world. Therefore, it is important to understand how teachers facilitate oral participation in the classroom. Three qualitative interviews with Norwegian lower-secondary school English teachers provided the data for this study. The results indicated that fear of negative evaluation, pressure to perform, and immaturity were contributing factors to students' reluctance to participate orally. The study also highlighted the importance of a positive and supportive classroom environment for fostering oral participation. The teachers emphasized providing positive and constructive feedback to boost confidence and motivation. According to the teachers interviewed, choice of topic and group work had a significant impact to whether a student was active or not.",,"no.usn:wiseflow:7057710:59635449","https://hdl.handle.net/11250/3148566","eng",,"University of South-Eastern Norway",,,,,,"Oral Participation in the EFL Classroom - A study about teachers' perceptions of the reasons for pupils' reluctance to participate orally in the EFL classroom",,"Master thesis",
"9c531958-aefc-402a-b93d-1d964bb58b16","11250/2732887","Askeland, Norunn","Kronstad, Ingrid Anine",,"2024",,"Tema for denne masteravhandlingen er dialog og utforskende samtaler, hva lærerne erfarer og hvordan de arbeider med denne tematikken i norskfaget. Oppgaven har som mål å undersøke følgende problemstilling: Hvordan arbeider lærere med dialog og utforskende samtaler i klasserommet?

Bakgrunnen for oppgaven er blant annet den sentrale plassen muntlighet har i læreplanen, og den særskilte hovedoppgaven norskfaget har for muntlighetsopplæringen (Kunnskapsdepartementet, 2017b). Tidligere forskning på muntlighet i klasserommet har vist samtalene som er lite utforskende, og at det har vært en manglende eksplisitt undervisning av muntlige ferdigheter. Forskningen har etterlyst styrking av lærerens arbeid med muntlighet (Blikstad-Balas & Roe, 2020; Svenkerud, 2013). Dermed er det interessant å se nærmere på hvordan lærerne arbeider og skaper rom for dialog og utforsking i undervisningen.

Studien er foretatt gjennom kvalitative forskningsmetoder, både observasjonsstudier i fem ulike klasserom, samt tre semistrukturerte intervjuer. Utvalget er tre norsklærere på ungdomstrinnet og deres egne klasser i faget norsk. Metodevalget observasjon og intervju ble valgt både for å undersøke hva læreren gjør praktisk i klasserommet, og for å få et innblikk i hva læreren tenker og erfarer fra arbeidet med dialog og utforskende samtaler.

Funnene i denne studien viser flere av de samme tendensene som tidligere forskning har vist av varierende undervisning i muntlighet. Lærerne som deltok i studien, forteller at de anser arbeidet med muntlige ferdigheter som svært viktig. Funnene illustrerer lærere som stiller åpne spørsmål og benytter metoder som også forskning viser er med på å skape utforskende og dialogisk undervisning. Lærerne er opptatt av å anerkjenne elevene i dialogen, de jobber for å skape forutsigbarhet gjennom øvelser og oppgaver slik at elevene har forutsetning for å delta. Imidlertid kommer det også frem at lærerne til tider føler seg usikre på vurderingen av muntlighet, og sammenlignet har de en varierende praksis. Bakgrunnen for variasjonen kan være de ulike utfordringene lærerne møter. De beskriver lav elevdeltakelse, tause elever og utrygge elever. Lærerne er tydelig på at forutsetningen for å få til dialog og utforskende samtaler er et trygt klassemiljø. Funnene indikerer at lærernes varierende praksis og usikkerhet fortsatt viser et behov for å styrke lærerens arbeid med dialog og utforskende samtaler, samt styrke klassemiljøet slik at dialogen blir mulig.||",,"no.usn:wiseflow:7071776:58315207","https://hdl.handle.net/11250/3143282","nob",,"University of South-Eastern Norway",,,,,,"Lærerens arbeid med dialog og utforskende samtaler i klasserommet",,"Master thesis",
"9cd8cb4b-2282-46b5-9008-cea4ca8b6d0a","11250/2732887","","Solvang, Marie",,"2022","Full text not available","",,"no.usn:wiseflow:6732973:52628734","https://hdl.handle.net/11250/3047544","",,"University of South-Eastern Norway",,,,,,"--Ingen tittel--",,"Master thesis",
"9d5ca613-41ca-4026-84e3-57db7fd5fefe","11250/2732887","Krogh, Liv Cathrine","Pedersen, Else||Pedersen, Randi",,"2024","Full text not available","Føremålet med denne oppgåva er å undersøke korleis vurdering av munnleg går føre seg og korleis elevane sjølve opplever slik vurdering. Vi har derfor valt å gjere ein mixed methods studie. For å finne svar på oppgåva si problemstilling «På kva måte vurderer to ulike lærarar på ungdomsskulenivå elevane sine munnlege ferdigheiter, og korleis opplever elevane dette?» observerte vi to norsklærarar på same ungdomsskule og gjennomførte ei elevspørjeundersøking av norskklassene til lærarane i studien. Observasjonen gjekk føre seg over tre veker og elevundersøkinga inneheldt nitten spørsmål. I analysearbeidet utarbeida vi kategoriar som skal vere dekkande for begge undersøkingane. Tilnærminga i dette arbeidet kallar vi for induktiv. Då vi analyserte det kvantitative datamaterialet gjorde vi ei univariat analyse. Det sentrale teorilandskapet i vår studie vil vere det dialogiske klasserommet, vurdering av munnleg og undervegsvurdering.

Studien viser at lærarane sin praksis og elevane sin oppleving ofte samsvarer i arbeidet med munnleg vurdering. Lærar 1 vektlegg dialogisk undervisning og heilklassesamtaler med direkte vurdering i munnleg form, medan lærar 2 nyttar seg av fagsamtaler og elevframføringar etterfølgt av skriftleg vurdering. Vi finn vurdering i munnleg form som praktisert i niande klasse i heilklassesamtalevurdering og i tiandeklasse etter fagsamtaler. Tilbakemeldingane kjenneteiknast som korte, generelle og utelukkande positive. Det blir også trekt fram vurderingskriterium som få, generelle og lite praktiserte. Likevel uttrykker eit fleirtal av elevane at dei får tilgang på vurderingskriteria i forkant av ulike munnlege vurderingssituasjonar. Overordna indikerer våre funn at det er rom for vidare utforsking og utvikling av praksisen for munnleg vurdering i skulen.

Til slutt viser vi til forslag om å studere tilbakemeldingspraksisen i ein større skala, samt fordelen med å gjere eit intervju av lærarane i tillegg. Studien bidrar til kunnskap rundt tilbakemeldingspraksis og behovet for vurderingskriterium, og ikkje minst vil studien styrke vår praktisering som lærarar på feltet. Vi peiker også på didaktiske implikasjonar som å utarbeide konkrete og klare kriterium, fokusere på å gi utfyllande tilbakemeldingar og danne eit felles metaspråk til hjelp for både lærarar og elevar.||The purpose of this assignment is to study how oracy assessment is evaluated and how the students themselves experience such an assessment. Therefore, we have chosen to conduct a mixed methods study. To find the solution to the assignment’s research question, “In what way do two different teachers at a middle school level assess students’ oracy skills, and how do the students experience this?” we observed two Norwegian language teachers at the same middle school and conducted a survey in the Norwegian classes of the teachers in the study. The observation took place over three weeks and the student study included nineteen questions. During the analysis process, we created categories intended to be comprehensive for both studies. The approach used in this work is called inductive. When we analyzed the quantitative data, we conducted a univariate analysis. The central theoretical framework in our study will be the dialogic classroom, oracy assessment and formative assessment. 

The study shows that the teacher’s practice and the experience of the students often correlate in the work of verbal assessment. Teacher 1 emphasizes dialogic teaching and whole-class discussion with direct oracy assessment, while teacher 2 utilizes subject-specific discussion and student presentations followed by written assessments. We find assessment in verbal form as practiced in ninth grade whole-class discussion assessment and in tenth grade after subject discussion. The feedback is characterized as short, general, and exclusively positive. Assessment criteria is also highlighted as being few, general, and rarely practiced. Nevertheless, a majority of the students expressed that they received access to the assessment criteria in advance of oracy assessment situations. Overall, our findings indicate that there is room for further exploration and development in the practice of oracy assessment in school. 

Finally, we refer to the suggestion of studying the feedback practice on a larger scale, as well as the benefit of conducting interviews with the teachers. The study contributes to the knowledge surrounding feedback practices, the need for assessment criteria, and most importantly, it will strengthen our practice as teachers in the field. We also point to didactic implications such as developing specific and clear criteria, focusing on providing comprehensive feedback and creating a common metalanguage to assist both teachers and students.",,"no.usn:wiseflow:7071776:58315205","https://hdl.handle.net/11250/3141060","nno",,"University of South-Eastern Norway",,,,,,"Vurdering av munnleg: Ein Mixed Methods studie av lærarar sin praksis og elevene si oppleving",,"Master thesis",
"9d630348-863f-4584-a467-5cdd7ffa6d56","11250/2732887","Davidsen, Anders||Lehmann, Walter Robert||Myhre, Erlend Bendik","Holtsdalen, Thommas Fredriksen",,"2024",,"Denne masteroppgaven handler om hvordan lærere begrunner og benytter digitale verktøy i undervisningen for at elever skal få et godt utgangspunkt for å bli digitale medborgere. Oppgaven undersøker tre utvalgte læreres fortellinger om hvordan og med hvilken hensikt de bruker digitale verktøy i undervisningen. Det blir også satt et søkelys på læreres fortellinger om hvilke indre og ytre faktorer som påvirker deres bruk av digitale verktøy i undervisningen. Datamaterialet i studien er anskaffet ved å utføre semistrukturerte dybdeintervjuer med lærerne. Dette datamaterialet, som inneholder lærernes fortellinger fra deres livsverden om hensikt og bruk av digitale verktøy, drøftes opp imot teoretiske perspektiver på læring med digitale redskaper og lærerens klasseledelse i undervisning.

Hovedfunnene i studien omhandler funn som er rettet mot at lærerne underviser ved bruk av digitale verktøy for å forberede elevene på det digitale samfunnet de om ikke lenge møter. De digitale verktøyene blir brukt for å engasjere elevene ved hjelp av visualisering og interaktivisering. Det kommer også frem at digitale verktøy brukes med den hensikt i å fremme samarbeid og demokratiske prosesser på bakgrunn av digitaldidaktiske valg læreren som klasseleder tar. Når det kommer til indre og ytre faktorer som påvirker lærernes bruk av digitale verktøy. Ser vi at de ytre faktorene baserer seg på samarbeid og kommunikasjon med kollegaer og fysisk tilgang til å bruke ulike digitale verktøy. Den indre faktoren belyses av lærerens egen digitale kompetanse.

Denne masteroppgaven er en kvalitativ studie som undersøker et lite utvalg av læreres fortellinger og perspektiver på deres digitale undervisningspraksis. Målet med denne metoden er å skape innsikt i hvilke faktorer som lærerne selv anser som verdifulle for bruken av digitale verktøy i undervisningen. Ved å fokusere på hvordan digitale verktøy brukes og hva det kan gi elever for fremtidig deltakelse i det digitale samfunnet, håper jeg å bidra til økt bevissthet blant lærere om hvordan slike verktøy kan integreres i skolehverdagen.||",,"no.usn:wiseflow:7071754:59809267","https://hdl.handle.net/11250/3139779","nob",,"University of South-Eastern Norway",,,,,,"Kan lærerens bruk av digitale verktøy skape digitale medborgere?",,"Master thesis",
"9f1b68cf-d216-4b2d-a450-c301f4f4aef7","11250/2732887","Aschim, Elin Leirvoll","Nystad, Andrea Bakke||Haugland, Silje Kathrine",,"2024",,"Formålet med denne masteroppgaven var å undersøke hvordan et interaktivt rom kalt Kretsløpsrommet kan påvirke elevers engasjement og systemforståelse i undervisning for bærekraftig utvikling. Kretsløpsrommet en del av et undervisningsopplegg ved Kunnskaps- og opplevelsessenteret ved Den Magiske Fabrikken. Studien fokuserer spesielt på å identifisere hvilke faktorer som påvirker elevenes engasjement og systemforståelse, samt hvordan disse faktorene spiller inn. 

Forskningsmetoden inkluderte en mixed methods tilnærming, som kombinerte en kvalitativ og kvantitativ datainnsamling. Det ble gjennomført observasjoner av fire elevgrupper som deltok på aktiviteter i Kretsløpsrommet, samt en spørreundersøkelser som ble distribuert til 76 elever etter besøket på fabrikken. Elevene reflekterte over sitt engasjement og sin aktive deltakelse i spørreundersøkelsen. Resultatene viste at elevene opplevde et moderat nivå av engasjement i Kretsløpsrommet, og at deres aktive deltakelse ble spesielt fremhevet ved to av installasjonene «fylle råtnetank» og «handletur». Elevene skulle i tillegg til dette, reflektere rundt sin forståelse av begrepet «kretsløp», og hvordan de forsto at installasjonene i Kretsløpsrommet var formet som et kretsløp. Vi ønsket å få en bedre forståelse for deres systemforståelse etter besøket på fabrikken. Resultatene viste at en betydelig andel av elevene hadde en begrenset forståelse for begrepet «kretsløp» etter besøket, og hadde i tillegg utfordringer med å identifisere og forklare sammenhengen mellom de ulike installasjonene i rommet. Mangelen på forståelse for begrepet kretsløp indikerte en negativ påvirkning på deres evne til å utvikle systemforståelse, mens mangelen på forståelse for hvordan de ulike installasjonene var koblet sammen til et kretsløp viste at elevene hadde utfordringer med å se helheten og dynamikken i systemet. Det viste seg å være et behov for utbedring av undervisningsopplegget i Kretsløpsrommet, for å sikre at elevene skal tilegne seg nødvendig kunnskap og forståelse for viktige systemer og deres sammenhenger. 

Gjennom analysen ble det identifisert fem faktorer som påvirket elevenes engasjement: fysisk involverte aktiviteter og praktiske oppgaver, konkurransebaserte elementer og spill, gruppesammensetning og samarbeidsprosesser, tidsbruk samt misoppfatninger og utførelse av installasjoner. For systemforståelse ble fire faktorer fremhevet: aktiv deltakelse, problemløsning og diskusjon, grupper og samarbeidsprosesser samt misoppfatninger og utførelse av installasjonene i kretsløpsrommet. Ved hjelp av observasjoner i Kretsløpsrommet ønsket vi å supplere datamaterialet fra spørreundersøkelsen for å få en bedre forståelse av elevenes engasjement og systemforståelse. Vi fikk i tillegg muligheten til å studere elevenes interaksjoner, både med hverandre og med de ulike installasjonene. 

Konklusjonen er at Kretsløpsrommet har et potensial til å fremme både engasjement og systemforståelse hos elever, men det kreves forbedringer i instruksjonene og pedagogiske tilnærminger for å maksimere læringsutbyttet. For å styrke elevenes systemforståelse og deres evne til å ta bærekraftige valg, bør undervisningen fokusere på klare instruksjoner, interaktive og praktiske oppgaver, gjennomtenkte grupper, samt tilrettelegging for samarbeid og refleksjon.||The purpose of this master's thesis was to investigate how an interactive room called “Kretsløpsrommet” (The Cycle Room) can influence students' engagement and system thinking in education for sustainable development. Kretsløpsrommet is part of an educational program at the Kunnskaps- og opplevelsessenteret (Knowledge and Experience Center) at Den Magiske Fabrikken (The Magic Factory). The study specifically focuses on identifying the factors that affect students' engagement and system thinking, as well as how these factors interplay. 

The research method included a mixed-methods approach, combining qualitative and quantitative data collection. Observations were conducted on four student groups participating in activities in Kretsløpsrommet, along with a survey distributed to 76 students after their visit to the factory. The students reflected on their engagement and active participation in the survey. The results showed that the students experienced a moderate level of engagement in Kretsløpsrommet, with their active participation particularly highlighted at two installations: “Fyll råtnetanken” (fill the digestion tank) and “Handletur” (shopping trip). In addition to this, the students were asked to reflect on their understanding of the concept of ""cycle"" and how they perceived that the installations in the Cycle Room were shaped as a cycle. We aimed to gain a better understanding of their system comprehension after visiting the factory. The results indicated that a significant portion of the students had a limited understanding of the concept of ""cycle"" after the visit and, also faced challenges in identifying and explaining the connections between the different installations in the room. The lack of understanding of the concept of cycle indicated a negative impact on their ability to develop system understanding, while the inability to understand how the various installations were connected as a cycle showed that the students had difficulties in seeing the whole picture and the dynamics of the system. It appeared to be a need for improvement in the educational program in Kretsløpsrommet to ensure that students acquire the necessary knowledge and understanding of important systems and their connections. 

Through the analysis, five factors were identified that affected students' engagement: physically involved activities and practical tasks, competition-based elements and games, group composition and collaborative processes, time, and misconceptions and execution of installations. For system understanding, four factors were highlighted: active participation, problem-solving and discussion, groups and collaborative processes, and misconceptions and execution of the installations in Kretsløpsrommet. Through observations in Kretsløpsrommet, we aimed to supplement the data from the survey to gain a better understanding of students' engagement and system understanding. We also had the opportunity to study the students' interactions, both with each other and with the various installations. 

The conclusion is that Kretsløpsrommet has the potential to promote both engagement and system understanding among students, but improvements in instructions and pedagogical approaches are required to maximize the learning outcomes. To strengthen students' system understanding and their ability to make sustainable choices, the education should focus on clear instructions, interactive and practical tasks, thoughtful groupings, and facilitation of collaboration and reflection.",,"no.usn:wiseflow:7071780:59828953","https://hdl.handle.net/11250/3143769","nob",,"University of South-Eastern Norway",,,,,,"Engasjement og systemforståelse i undervisning for bærekraftig utvikling",,"Master thesis",
"9fbffe99-e037-4ef6-9048-82022b49322b","11250/2732887","Rosland, Kristine Toft","Klingener, Johanna Ella Josefina",,"2022","Full text not available","Hösten 2020 infördes ett nytt kompetensmål i den norska skolan, som innebär att elever efter årskurs tio ska kunna utforska och presentera hur inslag från kristendomen och andra religioner kommer till uttryck i media och populärkultur. Syftet med denna masteruppsats är att utforska hur KRLE-lärare uppfattar populärkulturen och hur och varför de använder populärkultur i undervisningen. Detta är en kvalitativ studie med fenomenologisk inriktning som genomförs genom semistrukturerade forskningsintervjuer. De huvudsakliga teoretiska områdena i uppsatsen är definitionen av populärkultur, populärkultur och religion, estetik som didaktisk metod och Klafkis kategoriska bildningsteori och didaktik. Uppsatsen kommer att använda Klafkis teori för att förstå det kodade datan. Datamaterialet erhålls genom intervjuer av sju deltagare som undervisar och har yrkeserfarenhet inom KRLE-ämnet. Intervjuerna är inspelade, transkriberande, kodade och presenteras som empiri. Huvudresultaten av detta forskningsprojekt är femdelade. För det första, upptäcktes det att KRLE-lärare har svårigheter med att definiera begreppet populärkultur. För det andra bidrar populärkulturen i KRLE-undervisningen till: 1) engagemang, 2) relevans och 3) mångfald i religioner. För det tredje, används populärkultur för att exemplifiera undervisning. För det fjärde, är musik, filmer och konst de vanligaste användningsområdena i undervisningen när man använder populärkultur. Slutligen har KRLE-lärare utmaningar med att hitta populärkulturellt material och det kan uppstå en problemställning angående obalans i fördelningen av ämnets områden.||",,"no.usn:wiseflow:6603696:50786843","https://hdl.handle.net/11250/3014501","swe",,"University of South-Eastern Norway",,,,,,"Populärkultur i KRLE-undervisning",,"Master thesis",
