id,collection,dc.contributor.advisor,dc.contributor.author,dc.date.issued,dc.description,dc.description.abstract,dc.description.abstract[en_US],dc.description[en_US],dc.identifier,dc.identifier.citation[en_US],dc.identifier.uri,dc.language,dc.language.iso[en_US],dc.publisher,dc.publisher[en_US],dc.rights.holder[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title,dc.title[en_US],dc.type,dc.type[en_US]
"5c6ff134-6158-4973-bb71-5872477244fc","11250/3034394","Kari-Mette Walmann Hidle","Solvik, Henrik||Isaksen, Emil","2022",,"Oppgaven viser at menneskerettigheter som tema i lærebøker blir presentert i hovedsak om menneskerettigheter, der det juridiske og rettslige perspektivet er i hovedfokus. Menneskerettigheter blir ansett som universelle og menneskelig medfødt av natur, men blir samtidig konstruert gjennom lover og konvensjoner, og i kampen mot krenkelser. Lærebøkene fokuserer lite på praktiseringen av menneskerettighetene, og legger ikke nok til rette for ressurser til å praktisere rettighetene innenfor temaet. Demokrati og medborgerskap er på den andre siden et overordnet tema som gjennomsyrer forskjellige deler av bøkene. Her er det fokus på refleksjon, kritisk tenking og individualisme, og innholdet blir dagsaktuelt og verdifylt for elevene. Ved refleksjon, kritisk tenking og praktiske eksempler gjennom demokrati og medborgerskap begrepet, kan elevene innhente nyttig kunnskap i hvordan å praktisk bruke, beskytte og bære menneskerettighetene.||",,,"no.uia:inspera:131036098:22424961",,"https://hdl.handle.net/11250/3068249","",,"University of Agder",,,,,,,,"Menneskerettigheter i nyere lærebøker i samfunnsfag",,"Master thesis",
"5d509efe-c81b-4892-bcb8-4a2ac1ccc018","11250/3034394","Kovac, Velibor Bobo","Aabrekk, Maren","2024","Full text not available","Den norske skolen har gjennomgått store endringer de siste hundre årene, og er i dag preget av et mangfold av elever med ulike behov og forutsetninger (Säljö, 2020). For å møte og ivareta mangfoldet trengs en kompleks sammensetning av kompetanse, og det har derfor blitt et økt fokus på samarbeid mellom lærere og spesialpedagoger. I denne studien ble følgende problemstilling undersøkt: «Hvordan opplever lærere og spesialpedagoger gjensidig samarbeid fra ordinær undervisning til spesialundervisning?». Målet med studien var å kunne forstå bakgrunnen for læreres og spesialpedagogers samarbeid, og hvilke opplevelser de har med samarbeid rundt overgangen fra ordinær undervisning til spesialundervisning. Datamaterialet er samlet inn gjennom kvalitative intervju med to lærere og to spesialpedagoger. Funnene indikerer at både lærere og spesialpedagoger opplever et godt og gjensidig samarbeid, hvor terskelen for å kontakte hverandre er svært lav. Det kommer også frem at samarbeidet settes særlig høyt rundt vurderingen av om elevers utbytte er tilfredsstillende, eller om det er behov for å starte overgangsprosessen til spesialundervisning. En begrunnelse for samarbeidet var at de to ulike fagfeltene bidrar med ulike perspektiv som komplementerer hverandre, og gir elevene et mest mulig helhetlig opplæringstilbud.
Studien bidrar med å belyse både læreres og spesialpedagogers opplevelse av å samarbeide med hverandre, samt hvordan dette foregår i overgangen fra ordinær undervisning til spesialundervisning. Den belyser også det dagsaktuelle spørsmålet om hvorvidt læreres spesialpedagogiske kompetanse bør økes, eller om kompetansebehovet i skolen dekkes gjennom samarbeid med spesialpedagoger.||",,,"no.uia:inspera:222050086:52367369",,"https://hdl.handle.net/11250/3141576","nob",,"University of Agder",,,,,,,,"Samarbeid i praksis: En kvalitativ studie om samarbeid mellom lærere og spesialpedagoger rundt tilpasset opplæring og spesialundervisning.",,"Master thesis",
"5d8b6352-7d95-4123-a606-a9ccb0a6fcd7","11250/3034394","Aasland, Erik","Franck, Kristin||Bjørnø, Ida Alexandra","2024",,"Bakgrunnen for denne masteroppgaven er vår opplevelse av transkjønnede elever som en marginalisert gruppe i kroppsøvingsfaget. Det finnes imidlertid begrenset med forskning når det gjelder transpersoner i kroppsøving. Hensikten med studien er å undersøke transpersoners identitetsarbeid i møte med kroppsøvingsfaget. Vi har derfor utformet problemstillingen; “Hvordan foregår transpersoners identitetsarbeid i møte med kroppsøvingsfaget?”. Gjennom denne oppgaven har vi anvendt Judith Butlers teori om kjønnsperformativitet og Michel Foucaults begrep «technologies of the self». Vi har gjennomført fem kvalitative dybdeintervju med transpersoner som har opplevd kroppsøvingsfaget i den norske skolen. Vi får fram tre funn: (i) Garderoben som et sted man opplevde at noe er feil, (ii) Klærnes betydning for identitetsutøvelse og (iii) Kjønnsforvirring i møte med heteronormative pedagogiske praksiser. Vi konkluderer med at kroppsøvingsfagets praksiser har en betydning for fremførelse av kjønn og arbeid med identitet. På bakgrunn av våre funn argumenterer vi for at funnene kan ha en positiv innvirkning på transgenerøs og mangfoldig pedagogikk og være av verdi for kroppsøvingslærere.||",,,"no.uia:inspera:233856720:50379057",,"https://hdl.handle.net/11250/3143076","nob",,"University of Agder",,,,,,,,"En kvalitativ studie om transpersoners identitetsarbeid i møte med kroppsøvingsfaget",,"Master thesis",
"5e118bf9-4f18-4496-8636-916266ca1f4d","11250/3034394","Beinert, Cecilie||||Palojoki, Päivi","Medhus, Vibeke Øvrehus","2022",,"Bakgrunn: Gjennom forskningsprosjektet LifeLab mat og helse, ble det utviklet 6 læringsaktiviteter til skolefaget mat og helse som tar for seg de mer teoretiske aspektene i faget. I etterkant av prosjektet ble aktivitetene videreutviklet, og det har blitt utviklet introduksjonsvideoer tilhørende hver aktivitet. Det var ønskelig med innsikt i hvordan introduksjonsvideoene, sammen med læringsaktivitetene, fungerer i klasserommet, noe denne masteroppgaven undersøker nærmere.  

Mål: Formålet med denne masteroppgaven har vært å undersøke elevenes læringsprosess i arbeid med læringsaktivitetene som presenteres, samt hvordan elever og lærer opplever bruken av læringsaktivitetene. Det nye med denne oppgaven ble å undersøke hvordan de nå utviklede introduksjonsvideoene fungerer i klasserommet. For å kunne svare på dette ble denne problemstillingen utviklet: Hvordan påvirkes læringsprosessen til elever på 9. trinn i arbeid med læringsaktiviteter i mat og helse?  

Metode: Studien har et kvalitativt forskningsdesign, hvor datainnsamlingen består av observasjon av, samt 2 semistrukturerte gruppeintervju med elever fra én 9. klasse ved en skole i Agderregionen, samt to individuelle semistrukturerte intervju med elevenes mat- og helselærer. Intervjuene ble analysert ved bruk av kvalitativ tematisk analyse. 

Resultater: Læringsaktivitetene ble tatt godt imot av både elever og lærer, og ble beskrevet som gøye, praktiske, aktive, samt en god måte å arbeide med teori i faget. 

Konklusjon: Læringsaktivitetene er en mulig løsning på hvordan teoriundervisningen i faget mat og helse kan foregå, samt det å få dekket alle kompetansemålene i faget, som igjen

Nøkkelord: Mat- og helsefaget, LifeLab mat og helse, sosiokulturell læringsteori, teoriundervisning, engasjement, motivasjon, aktive og praktiske læringsaktiviteter||",,,"no.uia:inspera:106926250:22725389",,"https://hdl.handle.net/11250/3036573","",,"University of Agder",,,,,,,,"""Når du samarbeider, var det lettere og gøyere å lære"" Evaluering av teoribaserte læringsaktiviteter i faget mat og helse: En kvalitativ undersøkelse av elever på 9. trinn og deres mat- og helselærer",,"Master thesis",
"5e4c040c-6b0b-4ccb-b066-93d191d16521","11250/3034394","Erdmann, Susan Lynn","Kjær, Johanne","2024",,"This thesis investigates the effect of role-playing on foreign language anxiety and oral participation. The study was of students from a lower secondary school in Agder, Norway, and teachers across Norway. It involved a mixed-method approach to examine students' and teachers' attitudes and opinions about role-playing, foreign language anxiety, and oral participation, consisting of interviews, observations, and a survey. The data collected from all methods were presented and discussed in the thesis. The aim was to answer the following two research questions: 
RQ1: Can drama help students produce oral English with greater ease and comfort? 
RQ2: Can drama be used to enhance oral performance in the EFL classroom?||",,,"no.uia:inspera:222051179:34451371",,"https://hdl.handle.net/11250/3134129","eng",,"University of Agder",,,,,,,,"The Effect of Role-Playing on Students' Foreign Language Anxiety and Oral Participation",,"Master thesis",
"5f149c73-cf8a-4e0a-8645-70708a15ae4a","11250/3034394","Aasland, Erik","Danielsen, Marte||Kylland, Linn Kristin Dale","2024",,"Tidligere forskning indikerer at personer med funksjonsnedsettelser ofte erfarer å bli marginalisert og ekskludert i kroppsøving. Samtidig viser forskning at elever med gode idrettslige ferdigheter har gode erfaringer med faget. Vi ble imidlertid nysgjerrige på hvordan elever med funksjonsnedsettelser, som har gode idrettslige erfaringer, erfarer undervisning i kroppsøving. Formålet med denne studien ble derfor å undersøke hvordan paraidrettsutøvere har erfart kroppsøving i skolen. Vi ønsket også å vite mer om deres erfaringer fra kroppsøving skilte seg fra de erfaringene de har med bevegelsesaktiviteter på fritiden. Vi formulerte følgende problemstilling: «Hvilke erfaringer har paraidrettsutøvere med kroppsøving og idrett- og bevegelsesaktiviteter på fritiden?». Vi har valgt å bruke anerkjennelsesteori og har gjennomført kvalitative intervjuer med seks personer med fysisk funksjonsnedsettelse, som alle driver aktivt med paraidrett i Norge. 

Gjennom analyse av materialet har vi fått fram fire funn. Informantene hadde positive erfaringer fra kroppsøving når de følte seg sett, inkludert og fikk delta i ordinær undervisning med resten av klassen. Imidlertid opplevde de at læreren ofte bestemte hvilke aktiviteter de kunne delta i, noe som førte til at de enten ble satt på sidelinjen, sendt til fysioterapeut eller måtte oppholde seg på styrkerommet. Informantene beskrev slike erfaringer som ekskluderende og krenkende. Videre opplevde informantene paraidretten som et inkluderende miljø preget av tilhørighet, tilrettelegging, medvirkning og mestring. Likevel ble det påpekt utfordringer knyttet til mangel på paraidrettstilbud og lite informasjon om muligheter til å drive med idrett i barndommen. Oppgaven konkluderer med at betydningen av å bli sett, hørt og få muligheten til å delta, er verdifullt og nødvendig for opplevelsen av anerkjennelse, uavhengig av om det er i kroppsøvingen eller idretten. Skolen og idretten har derfor fremdeles arbeid som gjenstår for å sikre at elever med funksjonsnedsettelser erfarer inkluderende praksiser i henhold til de verdier som skal gjennomsyre skolens og idrettenes verdier (Helse- og omsorgsdepartementet, 2020; Kulturdepartementet, 2021; Norges Idrettsforbund, 2024; u.å.a.).    

Nøkkelord: paraidrett, kroppsøving, anerkjennelse, krenkelser, inkludering, ekskludering||",,,"no.uia:inspera:233856720:50723905",,"https://hdl.handle.net/11250/3141002","nob",,"University of Agder",,,,,,,,"Paraidrettsutøveres erfaringer med kroppsøving og idrett- og bevegelsesaktiviteter på fritiden",,"Master thesis",
"5f315f5e-e7ed-41fa-93c5-7d063a2e0566","11250/3034394","Beckmann, Morten","Øygarden, Siri Lovise Raudsandmoen||Attestog, Maria","2023",,"Denne oppgaven er en religionsdidaktisk oppgave om KRLE som holdningsdannende fag i skolen, med fokus på lærerens rolle i denne sammenheng. Hensikten med denne oppgaven er å finne ut på hvilken måte KRLE-faget er et holdningsdannende fag, og hvordan KRLE-lærere jobber med holdningsdannelse på ungdomstrinnet.  

I oppgaven ser vi nærmere på begrepet holdning, og viser til hvor dette kommer inn i KRLE-faget. Spesielt tar vi for oss holdningen toleranse. Vi bruker jødedomsundervisning på ungdomsskolen som utgangspunkt.

Formålet med denne oppgaven er å undersøke og belyse viktige faktorer når det kommer til KRLE som et holdningsdannende fag i skolen. Med vår oppgave håper vi på å være med på å fremme gode holdninger og verdier både blant barn og voksne, i skole og samfunn. Vi håper å få frem argumenter som viser at KRLE er et viktig fag i skolen for holdningsdannelse, som burde prioriteres. Vi håper at denne oppgaven kan være en inspirasjon for videre klasseromsforskning, og bidra til refleksjon rundt KRLE-lærere sin pedagogiske praksis.

Metoden i denne oppgaven er to semistrukturerte intervju av to ulike faglærere, samt to observasjoner av deres jødedomsundervisning.

Resultatet viser at Kunnskapsdepartementet gir skolen og lærerne en klar mulighet til å fungere som en mulighetsarena når det kommer til holdningsdannelse. Arbeid med holdningsdannelse kan forankres i læreplanen i KRLE. Likevel viser empirien at det varierer hvordan lærere velger å realisere disse mulighetene, som vil avgjøre i hvilken grad KRLE faktisk fungerer som et holdningsdannende fag. I denne oppgaven vil vi komme inn på ulike faktorer hos læreren som påvirker holdningsdannelsen i faget.||",,,"no.uia:inspera:143803085:36762747",,"https://hdl.handle.net/11250/3079262","",,"University of Agder",,,,,,,,"Skolen som mulighetsarena, og KRLE som et holdningsdannende fag. En kvalitativ studie av jødedomsundervisning i lys av LK20",,"Master thesis",
"62482e24-2077-4a51-a23b-3e8b7d01c20d","11250/3034394","Trysnes, Irene","Golf, Johanne Nygaard","2022","Full text not available","I regjeringens handlingsplan fra 2014 ble Utdanningsdirektoratet gitt i oppdrag å utvikle læringsressurser om radikalisering og voldelig ekstremisme til bruk i ungdomsskole og videregående opplæring. Som et ledd i satsingen på forebyggingsarbeidet mot radikalisering og voldelig ekstremisme i skolen, er Demokratisk beredskap mot rasisme og antisemittisme (Dembra) en sentral aktør.

Gjennom arbeidet med dette masterprosjektet har jeg utforsket problemstillingen: Hvordan kan undervisning om radikalisering gjennomføres i samfunnsfag på ungdomsskolen, og hvordan erfarer lærere og elever et slikt undervisningsopplegg? Masteroppgaven er et aksjonsforskningsinspirert prosjekt hvor de empiriske funnene er innhentet ved å benytte både kvalitative og kvantitative tilnærminger. Datamaterialet er innhentet fra to ulike ungdomsskoleklasser på to forskjellige skoler på Agder. Jeg har selv gjennomført et undervisningsopplegg fra Dembra i de to klassene. Klassenes samfunnsfaglærere ble intervjuet, og elevene gjennomførte spørreundersøkelser i tilknytning til undervisningsopplegget. Metoden har gitt mulighet til å fremheve både elevers og læreres opplevelse av et ferdig utviklet undervisningsopplegg fra Dembra.

Studiens teoretiske utgangspunkt er særlig knyttet til teori om samfunnsfagdidaktiske perspektiver på undervisning. Den fagdidaktiske drøftingen av Dembras undervisningsopplegg gjøres i lys av teorier om skolens rolle som primærforebyggende arena mot radikalisering, teorier som sier noe om de kontroversielle spørsmålene i undervisningen, demokrati og medborgerskapsopplæring, samt begrepsforståelse i samfunnsfag.

Studiens sentrale funn viser at Dembras undervisningopplegg er teoretisk krevende, og at det i liten grad bygger på elementer fra gitte elevers livsverden. Opplegget tar ikke høyde for at elevene skal tilegne seg kunnskap ved å selv være aktivt kunnskapssøkende og utforskende i undervisningstematikken. Derimot viser sentrale funn også at opplegget kan bidra som en iverksetter for videre arbeid med radikalisering som undervisningstematikk på ungdomstrinnet.||",,,"no.uia:inspera:110161899:10590166",,"https://hdl.handle.net/11250/3036600","",,"University of Agder",,,,,,,,"Radikalisering som undervisningstematikk i samfunnsfag på ungdomstrinnet -
Utprøving og evaluering av et undervisningsopplegg fra Dembra",,"Master thesis",
"63de8796-b6a7-4c2b-9c82-93842f4596c2","11250/3034394","Opheim, Linda Gruvin","Pedersen, Sofie Madelaine Lindland","2022","Full text not available","Temaet for denne masteroppgaven har vært semiotiske representasjoner innenfor temaet geometri og analog programmering. Representasjon og kommunikasjon er et av kjerneelementene i den nye læreplanen for matematikk 1. – 10.trinn (MAT01-05), og elever må kunne veksle mellom ulike representasjoner. Dette med å kunne veksle mellom ulike representasjoner handler om forståelse i matematikk, er derfor relevant for læring i skolen.
Forskningsspørsmålet i oppgaven er «Hva kjennetegner arbeidet til elever på mellomtrinnet, i arbeidet med tekstoppgaver, og hvilke utfordringer møter de når de skal omdanne tekstoppgaver til andre semiotiske systemer i temaet geometri». Målet med oppgaven er å finne ut hvordan elever arbeider med tekstoppgaver og hvilke utfordringer de har når de skal omdanne mellom ulike semiotiske representasjoner. Så fokuset er hvordan elever klarer å omdanne fra tekstoppgaver til andre ulike systemer i geometri, som for eksempel fra en oppgavetekst til en geometrisk figur.
For å undersøke forskningsspørsmålet har jeg gjennomført to oppgavebaserte intervjuer med tre elever per intervju. På de oppgavebaserte intervjuene jobbet elevene sammen for å løse oppgaver som handlet om å omdanne mellom de ulike representasjonene. Noen av oppgavene handlet om å løse fra tekstoppgave til figur. Andre oppgaver handlet om å omdanne fra tekstoppgave til analog programmering, eller fra figur til analog programmering. Elevene har blitt utfordret på det med å kunne omdanne representasjoner på en god måte samt å tenke algoritmisk for å analogt programmere hverandre. 
Resultatene viser at elevene ofte bruker naturlig språk for å hjelpe hverandre til å løse problemet. På den måten er de innom en ekstra representasjon før de kommer frem til den representasjonen oppgaven spør etter. Dette fører bare til at de bygger opp en slags form for hjelp for å løse oppgaven. Elevene viser også at de klarer å bruke den algoritmiske tenkingen til å omdanne mellom representasjoner på en god måte.||",,,"no.uia:inspera:109991212:21016444",,"https://hdl.handle.net/11250/3036571","",,"University of Agder",,,,,,,,"Representasjoner i matematikk

En kvalitativ studie om elevers arbeid med semiotiske representasjoner i geometri på mellomtrinnet",,"Master thesis",
"65ae5a85-a934-4685-bdd9-d80f3d12854b","11250/3034394","Guttormsen, Vigdis||Bjørkkjær, Tormod","Nilsen, Thea Spieler||Strand, Carine Nordnes","2022","Full text not available","Bakgrunn og formål: Den norske skolen har fokus på respekt og like muligheter for alle elever, uavhengig av eksempelvis etnisitet eller religion. I tillegg skal skolen bidra til identitetsutvikling, noe som skal ta sted i et mangfoldig og inkluderende fellesskap. Det finnes lite forskning på hvorvidt mat- og helselærere underviser på en måte som harmoniserer med disse prinsippene. Derfor har denne studien som formål å kartlegge hvordan mat- og helselærere tilrettelegger for religiøse spiseforskrifter i faget.

Metode og utvalg: Studien har et kvalitativt forskningsdesign og kan i hovedsak kategoriseres som en hermeneutisk fenomenologisk studie. Det ble gjennomført ti semi-strukturerte individuelle intervjuer over zoom. Studiens utvalg besto av ungdomsskolelærere fra hele landet, både fra byer og distrikter. Intervjuene har blitt transkribert, kodet og tilslutt analysert ved bruk av tematisk analyse.

Resultater: Noen av lærerne differensierer mye i tilretteleggingen, mens andre ønsker at alle elevene skal spise det samme. De vanligste utfordringene knyttet til tilrettelegging av religiøse spiseforskrifter er økonomi, tid og tillit. I tillegg ser det, i denne studien, ut til at lærerne fra distriktene opplever utfordringer knyttet til økonomi og tid i større grad enn lærerne fra byen. Flere av lærerne uttrykker viktigheten av å bruke eleven som ressurs i undervisningen, i dette tilfellet elever som trenger tilrettelegging i forhold til religiøse spiseforskrifter, men at fåtallet faktisk gjør det i praksis.

Konklusjon: Lærerne har ulike tilnærminger til tilretteleggingen, som i hovedsak kan deles i to grupper; differensiering og likebehandling. Ingen av tilnærmingene, slik de blir brukt, ser imidlertid ut til å normalisere ulikheter eller i høy grad fremme mangfold. Forskning med lignende problemstilling, som tar for seg elevenes perspektiver, bør med fordel gjennomføres.

Stikkord: mat- og helselærere, religiøse spiseforskrifter, tilrettelegging, identitet, differensiering, likebehandling, erfaringer||",,,"no.uia:inspera:106926250:21805489",,"https://hdl.handle.net/11250/3036599","",,"University of Agder",,,,,,,,"""Sånn vi gjør det, gjør vi jo for at det ikke skal være så synlig at noen elever er annerledes, så alle spiser den samme maten».
En undersøkelse av hvordan mat- og helselærere tilrettelegger for religiøse spiseforskrifter i undervisningen.",,"Master thesis",
"65c63867-0003-4546-8e4c-454086534fa6","11250/3034394","Aasland, Erik||Jortveit, Maryann","Poya, Kanjau||Kåsa, Tone Wik","2024",,"Studien tar utgangspunkt i tidligere forskning som har vist at elever opplever krenkende praksiser i kroppsøvingsundervisningen, spesielt på grunn av fagets fokus på idrett og prestasjon. Dette har resultert i marginalisering og ekskludering av særlig minoritetselever, jenter og elever med nedsatt funksjonsevne. Med et stadig økende mangfold i norsk skole, er det viktig å sikre at alle elever får tilpasset opplæring og kulturell innsikt, noe som er forankret i opplæringsloven. Videre skal opplæringen bygge på prinsipper om anerkjennelse, likeverdig behandling og inkluderende læringsmiljø. Kroppsøvingsfagets formål er å stimulere elevene til en fysisk aktiv livsstil og livslang bevegelsesglede. Vi stiller derfor spørsmål ved om praksisen i kroppsøvingsfaget er i tråd med skolens og fagets mandat.

I lys av dette, har vi gjennomført en aksjonsforskning, der vi utarbeidet undervisningsopplegg over ni leksjoner som bygger på prinsippene om anerkjennelse og flerkulturell pedagogikk, da disse betraktes som en avgjørende del av inkluderingsarbeidet. Studiens hensikt er dermed å belyse følgende problemstilling; ""Hvordan erfarer ungdomsskoleelever en flerkulturell pedagogisk tilnærming i kroppsøvingsundervisningen?"". For å besvare problemstillingen har vi innhentet data gjennom deltagende observasjon og individuelle semi-strukturerte intervjuer. Observasjonen ble gjennomført i kroppsøvingsundervisningen på 10.trinn, hvor det til sammen var 26 elever til stede, sammen med deres faglærer. Åtte elever ble videre utvalgt til intervju. I analyseprosessen anvendte vi Braun og Clarke (2006) sin sekstrinnsmodell som analytisk rammeverk.

Studiens funn indikerer at elevene opplevde undervisningsleksjonene som gøy, variert og lærerikt. Videre viser resultatene at minoritetselevene hadde en fremtredende rolle og utmerket seg, til tross for at skille mellom ""oss"" (majoritet) og ""dem"" (minoritet) kan anses som en form for segregasjon. Elevene rapporterte at de satte pris på muligheten for å delta aktivt i undervisningen og at de ble introdusert for nye aktiviteter, selv om dette ikke var noe de vanligvis var kjent med. Studien konkluderer med at flerkulturell tilnærming la til rette for en anerkjennende pedagogisk praksis, og at det ytterligere bør integreres i ordinær kroppsøvingsundervisning.

Nøkkelord: Kvalitativ studie, flerkulturell pedagogikk, aksjonsforskning, kroppsøving, elevmedvirkning, anerkjennelsesteorien og tematisk analyse.||",,,"no.uia:inspera:233856720:130369447",,"https://hdl.handle.net/11250/3142744","nob",,"University of Agder",,,,,,,,"Flerkulturell pedagogisk tilnærming i kroppsøvingsundervisningen",,"Master thesis",
"68c20b1b-c52e-4647-9579-5af45ad33a17","11250/3034394","Nyberg, Gunn","Ryland, Emil-André||Aas, Espen","2024","Full text not available","Denne masteroppgaven undersøker hvordan kroppsøvingsstudenter ved lærerutdanningen forstår begrepet 'helse' etter å ha fullført sitt studieløp. Gjennom kvalitative intervjuer med 12 studenter utforskes ulike perspektiver på helse, og hvordan disse forståelsene kan påvirke deres fremtidige undervisningspraksis. Studien anvender Antonovskys teorier om salutogenese og patogenese samt Foucaults diskursteori for å rammesette analysen, noe som bidrar til en dypere forståelse av de underliggende holdningene og antagelsene om helse blant studentene. Analysen av intervjuene avdekker at studentenes helseforståelser varierer fra å se helse som en funksjon av fysisk aktivitet og fravær av sykdom, til mer holistiske syn som inkluderer psykiske og sosiale dimensjoner. Det blir tydelig at mange studenter ser på helse ikke bare som fravær av sykdom, men som en integrert del av velvære og livskvalitet, hvor sosialt og psykisk velvære er like viktig som det fysiske. Sammenligningen mellom studentene i Syklus 1 (30 eller 60 studiepoeng) og Syklus 2 (120/150 studiepoeng) viser at selv om alle studentene reflekterer over helse på en nyansert måte, tenderer de i Syklus 2 til å ha en dypere og bredere forståelse av de sosiale og psykologiske aspektene ved helse. Dette antyder at mer nyanserte studieundervisning i kroppsøving kan berike studentenes perspektiver på helse.

Oppgaven konkluderer med at det er essensielt for lærerutdanningene å fokusere på å utvikle en bred og inkluderende forståelse av helse blant kroppsøvingsstudenter. Dette er viktig for at fremtidige lærere skal kunne møte elevers ulike helsebehov på en effektiv måte. Forslag til videre forskning inkluderer å utforske hvordan ulike undervisningsmetoder kan påvirke studentenes helseforståelser og deres tilnærminger til helseundervisning i skolen. Vi ønsket å forske på studenters forståelse av helse fordi vi opplevde et forsknings «gap» på studier som omhandlet forskjellene mellom Syklus 1 og Syklus 2 etter LK20. Dette gapet gir en mulighet til å dykke dypere inn i hvordan forskjellige utdanningssykluser påvirker studentenes helseforståelse og forberedelse til undervisningspraksis i kroppsøving.||",,,"no.uia:inspera:233856720:130465007",,"https://hdl.handle.net/11250/3141000","nob",,"University of Agder",,,,,,,,"Å være innenfor normalen",,"Master thesis",
"6964cded-973d-4dfc-ae29-739fdf035ee1","11250/3034394","Morten Jeppesen","Håkon Øverland Vikse","2022","Full text not available","Formålet med masteroppgaven er å undersøke hvordan skoler har arbeidet med implementeringen av det tverrfaglige temaet demokrati og medborgerskap. Konkrete aktiviteter og strategier vil gi et innblikk i utviklingsarbeidet som omhandler Kunnskapsløftet og demokrati og medborgerskap. Problemstillingen er:
Hvordan har skoler arbeidet med implementeringen av det tverrfaglige temaet demokrati og medborgerskap?
Dette er en kvalitativ studie med semistrukturert intervju som metode. Jeg har intervjuet én skoleleder og én lærer ved tre skoler. Min studie viser ulike strategier og fremgangsmåter i møte med implementeringen av demokrati og medborgerskap. Felles for skolene var å bygge implementeringsarbeidet på kjente strukturer. En av utfordringene i møte med implementeringen var pandemien. Restriksjoner hindret samhandling og arbeid på tvers av klasser, trinn og fag. Fokuset ble å lage gode og meningsfulle dager for elevene, og ellers få ting til å gå rundt. Det kommer frem at det var lite tid til læreplanarbeid. Noen uttrykte ensomhet i implementeringsprosessen. Andre fortalte at de var i en mellomfase hvor lite var nedskrevet i planer.||",,,"no.uia:inspera:110161899:20366022",,"https://hdl.handle.net/11250/3036591","",,"University of Agder",,,,,,,,"«Hvordan har skoler arbeidet med implementeringen av det tverrfaglige temaet demokrati og medborgerskap?» En studie av et utvalg av lærere og ledere ved tre skoler",,"Master thesis",
"6adbabb3-72dd-4123-ae51-858ca8ba6906","11250/3034394","Laxdal, Aron Gauti","Jordhøy, Robin||Kooshan, Arash","2022",,"Kroppsøvingsfaget blir ofte omtalt som et fag uten klar struktur (Crum, 2017; Kirk, 2010), med elever som anser faget som en arena der de kan få en pause fra det faglige skolelivet. For å styrke fagets legitimering som et læringsfag og elevenes mestring er det nødvendig å ha kunnskap om strategier for læring og utvikling. Få studier har undersøkt om elever utvikler selvregulering i kroppsøvingsfaget. Studiens hensikt var derfor å undersøke hvorvidt elever utvikler selvregulering over tid i kroppsøvingsfaget. Kjønn, idrettsdeltakelse og interesse for faget ble i tillegg ansett som nødvendige variabler å undersøke. 

Utvalget bestod av totalt 696 kroppsøvingselever fordelt på 10. trinn, VG1, VG2 og VG3 i Sør- og Sørvest-Norge. Kjønnsfordelingen for utvalget utgjorde 317 gutter og 377 jenter. Datainnsamlingen baserte seg på en tverrsnittsundersøkelse, der kvantitative data ble samlet inn ved bruk av et elektronisk spørreskjema som baserte seg på Motivated Strategies for Learning Questionnaire (Pintrich & De Groot, 1990), en tilpasset underskala for måling av selvregulering i en kroppsøvingskontekst. Analysene som ble gjennomført innebærer parametriske tester som independent samples t-test og One-Way Analysis of variance.

Funnene indikerte at elevenes grad av selvregulering ikke utvikler seg fra 10.trinn til tredje år på videregående. Likevel tydet resultatene på at elevene selvregulerer sin læring til en viss grad. Det ble funnet forskjell i grad av selvregulering mellom de som driver med idrett og de som ikke driver med idrett, der idrettsdeltakelse ser ut til å ha en positiv sammenheng med selvregulering. Samtidig ble det funnet positiv sammenheng mellom tilfredsstillelse av kroppsøvingsfaget og selvregulering. Videre viste resultatene at gutter selvregulerte i større grad enn jentene. Ingen forskjell ble funnet i grad av utvikling av selvregulering mellom de ulike aldersgruppene hverken hos guttene eller hos jentene.

Ettersom studiens funn indikerer at elevene utvikler selvregulering til en neglisjerbar grad i kroppsøving, kan funnene belyse den allerede kjente oppfattelsen av faget som en arena med mangelfull forekomst av læring og utvikling, og forsterker argumentasjoner om at selvregulering bør fasiliteres og fremmes i større grad. 

Nøkkelord: kroppsøving, selvregulering, utvikling.||",,,"no.uia:inspera:106933773:3502770",,"https://hdl.handle.net/11250/3036598","",,"University of Agder",,,,,,,,"Selvregulering i kroppsøving - En kvantitativ studie om hvorvidt elever utvikler selvregulering over tid",,"Master thesis",
