id,collection,dc.contributor.author,dc.contributor.editor,dc.date.issued,dc.description.abstract[],dc.description.abstract[en_US],dc.description.localcode[en_US],dc.description[en_US],dc.identifier.uri,dc.language.iso[en_US],dc.publisher[en_US],dc.rights.uri[*],dc.rights[*],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US]
"734dc726-e2f4-44ae-b9a1-a987508f1063","11250/2473194","Eide, Markus||Ingebrethsen, Elias Røyset",,"2024",,"Læreplanverket for Kunnskapsløftet (LK20) viser at friluftsliv skal være en sentral del av kroppsøvingsfagets innhold. Friluftsliv har lang tradisjon i norsk skole, og sammenlignet med tidligere læreplaner har antall kompetansemål som omhandler friluftsliv økt i nyere tid. Forskning på friluftsliv i skolen viser derimot at elever opplever lite innhold av friluftsliv i kroppsøvingsfaget. Formålet med denne oppgaven er å undersøke et utvalg ungdomsskoleelever sine refleksjoner og erfaringer fra friluftsliv i kroppsøvingsfaget. Elevenes refleksjoner og erfaringer blir videre sett opp mot læreplanens kompetansemål som omhandler friluftsliv. For å undersøke dette er studiens problemstilling formulert som følger: «Hvilke refleksjoner og erfaringer har et utvalg ungdomsskoleelever omkring friluftsliv i kroppsøving, sett i lys av sentrale kompetansemål i faget?» For å svare på oppgavens problemstilling er det gjennomført kvalitative intervju. Utvalget består av syv elever på tiende trinn, fordelt på to forskjellige skoler i Vestland fylke. Datamaterialet tar utgangspunkt i lydopptak, transkriberte intervju og notater fra intervjuene. Funnene blir videre diskutert i lys av relevant forskning og teori. Resultatene fra studien indikerer at elevene opplever et begrenset friluftslivsinnhold i kroppsøvingsfaget. Til tross for lite undervisning innen friluftsliv viser funnene likevel at elevene har relevante refleksjoner og erfaringer som er i tråd med læreplanens kompetansemål. Det fremstår imidlertid at disse erfaringene i hovedsak tilegnes gjennom andre arenaer enn kroppsøvingsfaget. Selv om samtlige elever har gode refleksjoner rundt friluftsliv, viser studiens resultater at det er vanskelig å sette tydelige rammer for hva som inngår i begrepet","MGUKØ550","Master i grunnskolelærerutdanning 5. - 10. trinn, kroppsøving. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3149656","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||kroppsøving||friluftsliv||ungdomsskole","A selection of junior high school students’ experiences from  outdoor education in physical education","Et utvalg ungdomsskoleelevers erfaringer fra friluftsliv og  naturferdsel i kroppsøvingsfaget","Master thesis"
"e63510c0-7ffd-47e4-aead-71adcddcaf4a","11250/2473194","Dirdal, Mari Eriksen",,"2024",,"Formålet med denne masteroppgaven er å undersøke opplevelser og erfaringer knyttet til kropp og kroppspress i kroppsøvingsfaget blant elever i tiendeklasse. Problemstillingen for studien er: Hvordan opplever et utvalg tiendeklassinger egen kropp og kroppspress i lys av kroppsøvingsfaget? Studien benytter seg av en kvalitativ metode, hvor individuelle semistrukturerte intervjuer har blitt gjennomført. Utvalget består av seks elever, tre jenter og tre gutter. Datamaterialet omhandler hvordan elevene opplever egen kropp og kroppspress i lys av kroppsøvingsfaget. En tematisk innholdsanalyse er tatt i bruk for å analysere datamaterialet. Funnene fra undersøkelsen antyder at elevene finner det utfordrende å definere kroppsbegrepet. Videre indikerer resultatene at flertallet ikke opplever kroppspress, og at de fleste har et positivt syn på egen kropp. Funnene viser også at både jentene og guttene mener at kroppsidealet for jenter er at de skal være tynne, mens guttene skal være store og mer muskuløse. Informantene peker på sosiale medier som en vesentlig årsak til at ungdom i dag kjenner på et kroppspress. Resultatene viser til at de aller fleste synes at det er greit å skifte og dusje i felles garderobe før og etter kroppsøvingstimene. Informantene er enige om at de burde ha mer undervisning om kropp og kroppspress på skolen","MGUKØ550","Master i grunnskolelærerutdanning 5. - 10. trinn, kroppsøving. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3149652","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||kroppsøving||kropp||kroppspress||kroppsideal||kroppssyn||kroppsbilde","It's you, your appearance, your muscles, and your height: A qualitative study of pupils’ experiences regarding their own body and pressure related to  body image in physical education","Det er deg, utseende ditt, musklene dine og høyden din: En kvalitativ studie av elevers opplevelse av egen kropp og kroppspress i kroppsøvingsfaget","Master thesis"
"537587cf-d0fb-4ced-9164-2c95cdd8c396","11250/152233","Østmo-Sæter, Elin",,"2024",,"De som velger realfag, får undervisning som er både og teoretisk og praktisk. I biologi er det i tillegg til teori både laboratoriumsarbeid, disseksjoner og feltarbeid. Noen elever opplever også at det er mange detaljer og det kan være vanskelig å forstå komplekse reaksjoner i kroppen utfra lærebok og tavle.
I denne avhandlingen er det elevenes bruk av VR og programmet Sharecare i biologi som er undersøkt. Oppgaven er skrevet på grunnlag av en kvalitativ forskning med et hermeneutisk vitenskapsteoretisk perspektiv. Fokusgruppen besto av 5 biologielever, 3BI, ved en videregående skole i Vestland fylke. Empirien er blitt tolket i lys av kognitiv konstruktivisme, sosial konstruktivisme sammen med forskning på VR og Metaverse.
Funnene viser at alle var positive til å bruke VR i undervisningen. De opplevde at de var tilstedeværende og at de konsentrerte seg godt når de brukte VR. De fikk en egen forståelse av hvordan hjertet fungerte og hvordan livsstilssykdommer påvirket hjertehelsen. De opplevde ingen fysiske ubehageligheter bortsett fra at brillene var litt tunge og klumpete.
Forskning har vist at det er viktig med gode pedagogiske programmer og i dette tilfellet likte elevene at bildene var realistiske og ikke tegnet.
Det er likevel behov for mer forskning i utvikling av programmer til ulike fag og særlig på hvordan man effektivt kan gjennomføre VR på en slik måte at elevene holder seg til undervisningsopplegget og at det tekniske ikke stjeler tid fra undervisningen","MASIKT-OPG","Masterstudium IKT i læring","https://hdl.handle.net/11250/3145057","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,,"VR i undervisningen: Hvordan gi elevene et pedagogisk utbytte?","Master thesis"
"a863ed95-3b74-4dc5-8ce3-89d9f187ddf2","11250/285933","Slettevoll, Birte",,"2024",,"Denne masteren starta som ei interesse og ynskje om å lære meir tradisjonsmusikk frå heimstaden min Sunnmøre. Eg har brukt autoetnografisk metode i det eg har
gjennomført eit kunstnarisk arbeid, der eg har lært meg folkemusikalsk materiale frå
Sunnmøre, og komponert/arrangert musikk til ein EP med bruk av desse.
Problemområdet eg ville utforske var skjeringspunktet mellom det folkemusikalske og
min eigen identitet og bakgrunn i ein kreativ prosess. Eg landa difor på problemstillinga: «Kva skjer i ein kreativ prosess der eg som utøvar og
komponist/låtskrivar brukar folkemusikalsk materiale i møte med eigen musikalsk
bakgrunn og identitet?».
Eg har også intervjua to musikarar som brukar av norsk folkemusikk i crossover med
andre sjangrar og uttrykk, som eg brukar som samanlikningsgrunnlag til eigen prosess.
Folketonane har eg lært av notar og arkivopptak. Ved sidan av eigne erfaringar, mellom anna gjennom forskingslogg, og informantane sine utsegn, vil eg bruke faglitteratur til å drøfte problemstillinga. Eg reflekterer også kring kva måtar eg har tileigna meg det folkemusikalske materialet, og korleis dette kan ha innverknad på den vidare kreative prosessen.
I refleksjonskapittelet såg eg ein samanheng mellom min eigen musikalske identitet og
kva folkemusikalsk materiale eg valde å bruke, men også kva eg ynskja å gjere av
endringar. Sidan det folkemusikalske materialet er skrive av nokon andre i ei anna tid,
og annan kultur, måtte eg ta enkelte avgjersler i prosessen å gjere det til mitt eige. Mine
tidlegare musikalske erfaringar innanfor jazz, korsong og improvisasjon har ved sidan
av det folkemusikalske bygd eit grunnlag for løysingane eg nytta i det kreative handlingsrommet. I drøftinga såg eg også at etterkvart som eg har jobba med det
folkemusikalske i den kunstnariske delen av masteroppgåva, har eg utvikla nye
erfaringar som sannsynlegvis har blitt ein del av den nye musikalske bakgrunnen min,
som eg vil bære med meg i kreative prosessar i framtida.","MKUF550","Master i Kunstfag, Høgskulen på Vestlandet campus Stord","https://hdl.handle.net/11250/3143641","nno","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"«Til den andre». An autoethnographic study of an artistic project at the intersection between one’s own musical identity and folk music","«Til den andre». Ein autoetnografisk studie av eit kunstnarisk prosjekt i skjeringspunktet mellom eigen musikalsk identitet og folkemusikk.","Master thesis"
"e54fc36c-903d-4dec-9e19-b7e7a8e219c4","11250/285933","Lindgjerdet, Espen",,"2024",,"GrunDig-rapporten fra Universitetet i Stavanger (Munthe et al., 2022, s. 124) viser til at det er et stort behov for mer innsikt i den pedagogiske og didaktiske tilretteleggingen i et læringsmiljø med utstrakt bruk av digitale enheter. Det er et behov for å forstå ulike sider ved elevenes læring og utbytte med bruk av digitale verktøy.
Denne studien handler om hvordan læreren kan integrere opplæring i lyddesign med
bruk av en digital synthesizer i musikkproduksjonsundervisning med relevans for
folkehøgskolen. Fokusområder i denne studien handler om hvordan læreren kan bruke
en digital synthesizer i musikkundervisningen, og hvordan opplæringen påvirker de kreative læreprosessene til elevene.
Med bruk av forskningsmetoden didaktisk designforskning har jeg gjennomført tre
dager med undervisning på en folkehøgskole. Disse dagene har bestått av
helklasseromsundervisning, arbeidsøkter og til slutt en fremføring av en
komposisjonsoppgave som deltakerne har jobbet med gjennom feltarbeidet. Andre metodetilnærminger som har blitt benyttet er deltakende observasjon, videoopptak av
undervisningsøktene, padlet og et fokusgruppeintervju. Teorigrunnlaget tar
utgangspunkt i kompetanseområdene «Pedagogikk og fagdidaktikk», «Ledelse av
læringsprosesser» og «endring og utvikling» fra rammeverket PfDK
(Utdanningsdirektoratet, 2021, s. 3). Det blir også presentert teori om kreativitet og om grafisk brukergrensesnitt.
Funnene viser at et undervisningsopplegg med fokus på lyddesign i en synthesizer kan
effektiviseres ved å først gi en grunnleggende opplæring i selve verktøyet. Videre opplæring kan i større grad fokusere på problemløsning, kreative strategier og å lære om
prosessen. Ved at oppgavearbeidet bestod av relativt få rammer, så bidro dette til at samtlige deltakere fikk oppleve skaperglede, engasjement og utforskertrang. Det
fremgår også av studien at planlegging og gjennomføring av undervisning med bruk av
digitale synthesizere krever at læreren er kritisk til valg av digitalt verktøy, at læreren
har forutsetninger for å følge opp den enkelte elev, og at elevene har tilgang på nødvendig utstyr for å utføre læringsaktiviteter.","MKUF550","Master i kunstfag, Høgskulen på Vestlandet campus Stord","https://hdl.handle.net/11250/3143640","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"Learning sound design using Serum in music education An educational design research at a folk high school","Opplæring i lyddesign med bruk av Serum i musikkundervisning: En didaktisk designforskning på en folkehøgskole","Master thesis"
"6ac12f79-0fd1-4e22-86ad-ddbf17d823a9","11250/285933","Nøstbakken, Anna",,"2024",,"Dette forskingsprosjektet undersøker ulike måtar dei musikalske og sosiale elementa kan påverke kvarandre i korpsverksemda, og korleis det verkar inn på deltakarane sitt samarbeid om å oppnå deira individuelle og kollektive mål. Føremålet med prosjektet er å auke ei forståing i korleis dei sosiale relasjonane mellom menneske kan påverke eit praksisfellesskap, samt korleis ein kan skape gode samarbeidsrelasjonar. Eg valte å gjennomføre ein etnografisk studie av eit brassband på Vestlandet, der det blei gjennomført observasjonar av tre fellesøvingar, samt fire djupneintervju. Intervjudeltakarane bestod av tre musikantar med blant anna ulike instrument og roller i praksisfellesskapet, og brassbandet sin faste dirigent. I løpet av forskingsprosjektet har eg hatt eit sosiokulturelt forskarperspektiv, og datamaterialet er analysert ved bruk av Wenger (2004) sine tre dimensjonar for eit praksisfellesskap; felles verksemd, gjensidig engasjement og felles repertoar. Funn frå kva normer og reglar som er forhandla i fellesskapet, samt andre funn eg opplev som grunnleggjande for brassbandet sin praksis, har eg valt å plassere innan felles verksemd. Funna som visar kvifor deltakarane vel å delta i brassbandet, samt korleis dei sosiale relasjonane påverka praksisfellesskapet, er plassert innan gjensidig engasjement. Dei siste funna innebere ulike ressursar, verktøy og metodar som kan påverke det sosiale og musikalske fellesskapet, og er plassert innan felles repertoar.
I undersøkinga av korleis dei musikalske og sosiale elementa påverka kvarandre, tenkjer eg eitt av dei viktigaste funna å løfte fram, er korleis eit støttande og oppmuntrande praksisfellesskap kan bidrege til musikalsk læring og utvikling. Tryggleik og tillit mellom deltakarane visar blant anna ein påverknad på om musikantane er trygg i å spele og tørr å utvikle sin musikalitet. Dei sosiale relasjonane visar òg å væra avgjerande for korleis læringa blir formidla og motteke mellom deltakarane, og påverka slik den sosiale og musikalske læringa. Dei sosiale relasjonane mellom deltakarane kan derimot òg bli påverka av dei musikalske elementa, avhengig om deltakarane har ei sterk eller svak grad av målaksept og måloppfylling mot eit vellukka musikalsk fellesskap. Som ein del av forskingsprosjektet, undersøkte eg òg kva som kan kjenneteikne samarbeidsrelasjonar i eitt vaksenkorps, og ende på fem ulike kjenneteikn; å heie
kvarandre fram med oppmuntring og skryt, god kommunikasjon, å arbeide mot eit kollektivt forhandla mål, god relasjon mellom musikantar og dirigent, og sosial tryggleik. Då forskingsprosjektet set fokus på det å byggje relasjonar og skape samarbeid med ei gruppe menneske som har same engasjement for ein aktivitet, håpar eg at forskinga kan væra relevant for fleire typar praksisfellesskap enn dei musikalske.","MKUF550","Master i Kunstfag Høgskulen på Vestlandet campus Stord","https://hdl.handle.net/11250/3143643","nno","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"Social and musical connections in the community band","Sosiale og musikalske koplingar i vaksenkorpset","Master thesis"
"2b0a4b67-a3ee-4b2a-841c-880fcf537fd3","11250/2473201","Emmerhoff-Sæther, Gerd Vårin",,"2024",,,"MGUEN550","Master i grunnskolelærerutdanning 5. - 10. trinn, engelsk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3159891","eng","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||engelsk","Hvordan fotografier kan skape rom for interkulturell læring og kritisk tenkning i engelskfaget: En casestudie av mulighetene ved bruk av bildebaserte oppgaver i en klasse med norske 9. klasse elever","How photographs can create room for intercultural learning and critical thinking in the EFL-classroom: A case study of the potentials of image-based tasks in a class of Norwegian 9th grade EFL-learners","Master thesis"
"c630bbdf-5bf5-408b-a4d2-43d03e513e4d","11250/2473201","Egset, Anne Margrete||Dehle, Marijke Busker",,"2024",,"This thesis is a sociolinguistic study that investigates the perceptions and attitudes towards six selected English varieties and general beliefs of the English language among pupils in 10th grade. The study is inspired by a previous master’s thesis conducted by Gjerstad in 2023, which focused on Norwegian English teachers’ language attitudes. The purpose of this thesis is threefold. Firstly, it aims to explore the attitudes and perceptions of 10th-grade pupils towards six different varieties of English, and to assess whether both pupils and teachers share common attitudes towards these varieties. Secondly, it seeks to compare the perceptions and
beliefs about the English language between the pupils in the present study and the teachers in Gjerstad’s study (2023). Lastly, the study aims to uncover potential variations in the collected data between two different schools located in two different geographical contexts in Western Norway. To address this study’s research questions, a mixed method design has been applied. A total of 78 participants participated in a verbal guise technique (VGT) and completed a questionnaire consisting of two parts. The varieties included in the VGT are Received
Pronunciation (RP), General America (GA), Southern American (SA), South African English (SAE), Finnish-accented English (FI), and Norwegian-accented English (NO). Additionally, eight pupils were interviewed using a semi-structured interview guide.
The findings of the present study suggest that participants are influenced by the standard language ideology, where RP considerably stands out across the data collected, which is also evident in previous sociolinguistic studies. When investigating pupils’ perceptions of six English varieties, non-standard varieties are perceived less favourably, except NO, compared to standard varieties. Furthermore, NO receives a more positive evaluation from pupils compared to teachers. Minimal differences are observed in the comparison of data collected from each school, although there is a notable difference in pupils’ engagement with English accents and stereotypes in the English subject. Based on these findings, the present study concludes with pedagogical implications, alongside suggestions for further research.","MGUEN550","Master i grunnskolelærerutdanning 5. - 10. trinn, engelsk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3159873","eng","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||engelsk||språkholdninger",,"Scratching the Surface: Exploring Attitudes and Perceptions towards English Varieties among Norwegian 10th Grade Pupils","Master thesis"
"5562e919-ca9e-465f-b2b6-71ba12507ef5","11250/2473201","Høviskeland, Joar||Klafstad, Olav",,"2024",,"This thesis has the purpose of analyzing which discourses exist in visual and lexical representations of sexual diversity in three EFL textbooks made for Norwegian pupils in year 10, and discuss whether these representations align with the values presented in the Norwegian curriculum related to inclusion and diversity. The thesis is based on different theoretical concepts on topics such as heteronormativity, language and sexuality, discourses, diversity, representation, and inclusion. Additionally, the thesis relies on theories concerning what a textbook does, its role in teaching and what it entails, and shows which guidelines in the curriculum that concern sexual diversity and inclusion. The study applies a “mixed-methods” approach to do the analysis, which analyzes the data both quantitatively and qualitatively to gain a fuller understanding of the textbooks. In the quantitative part, the number of characters and how often they are mentioned, and the number of romantic relationships are both counted, and then divided by their sexual orientation. The qualitative part applies a Multimodal Critical Discourse Analysis to analyze the authors’ textual and visual choices and locate the discourses that may be hidden in the text. The main findings from the analysis revealed there is a steady underrepresentation of non-heterosexual characters- and romantic relationships across the books, and that queer characters tend to be essentialized by their sexuality if they are introduced. At the same time, all books contain parts which acknowledge diversity as a resource and show inclusive values that align with the curriculum. It could, however, be stated that these parts are overshadowed by the large quantity of heteronormative discourses present in the books. The statement that heteronormativity is present in the textbooks is further strengthened by all books failing to include a character that does not identify with traditional binary gender, and neither book referencing or acknowledging the existence of this group of people. It is therefore important that Norwegian teachers in the English subject meet their textbooks with a critical gaze and are aware that the material they apply in their teaching does not necessarily reflect the values from the curriculum. Additionally, it is important that teachers compensate for the aforementioned shortcomings from the textbooks through their teaching practice, by using additional teaching material and methods that ensure the guidelines from the curriculum are met","MGUEN550","Master i grunnskolelærerutdanning 5. -10. trinn, engelsk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3159859","eng","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||engelsk||seksualitetsmangfold",,"Sexual diversity in English textbooks: An investigation of the representation of sexual diversity in EFL teaching material","Master thesis"
"18e9a6ca-c4c4-4b6e-b836-7d2573904d8e","11250/2473201","Øvretveit, Guro",,"2024",,"This master thesis study English teachers use, or no use, of reading strategies and their reasons for choosing to employ certain reading strategies rather than others. Reading as one of the five basic skills is essential to being able to take part in adult life and society, and reading strategies is a useful tool to develop reading comprehension. This thesis employed a qualitative approach. The data were obtained from one pilot interview, four semi-structured stimulated recall interviews using a questionnaire as a prompt and four member check interviews, during which four EFL lower secondary teachers reflected on their use of reading strategies and discussed possible explanations for choosing these practices. All teachers work at the same middle school and have been teaching for at least five years. Answers were analyzed by using thematic analysis and were related to relevant theory (reading strategies, teacher beliefs, ecological learning). Member check interviews were carried out to give an even deeper insight and understanding to the informants’ previous answers. Findings suggest that teachers use reading strategies generating comprehension, motivation, and student participation, and avoid reading strategies focusing on memorizing, having little payoff, and with a narrow approach to texts. Their reasons for using reading strategies are both personal and contextual. The findings provide a possible picture of teachers’ current use of reading strategies and reasons for using them. However, it is important to remember that the findings can not be generalized to the diversity of teachers. The findings also aligns with theory on teacher beliefs, reading strategies, reading comprehension and ecological learning. For further research it would be interesting to look into if students self-report of their own use of reading strategies and their own beliefs on what an effective reading strategy is, matches teacher beliefs about reading strategies.","MGUEN550","Master i grunnskolelærerutdanning 5. - 10. trinn, engelsk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3159866","eng","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||engelsk||lesestrategier",,"Reading strategies: Four lower secondary teachers’ perspectives on their practices and reasons behind their strategy choices","Master thesis"
"952b6a93-4ffb-40f8-9161-75e3dc9a4c6f","11250/2473201","Brattaas, Rikke||Døvle, Elise",,"2024",,"The primary focus of this thesis is to investigate the topic of mental health in three
picturebooks and identify their potential to promote health and life skills in English language teaching. The study aims to answer the research question: How can a selection of Picturebooks be facilitators in promoting health and life skills in ELT?
There are three belonging sub-questions which state as follows:
1. How are mental health challenges presented in the picturebooks?
2. How may the portrayal of these mental health challenges be related to topics within
health and life skills?
3. In what ways may these three picturebooks promote the sub-topics, ‘Mental Health’ and ‘Dealing with thoughts, feelings and relationships’ in Norwegian 5-7th grade?
A qualitative multimodal analysis guided by frameworks from Nikolajeva and Scott, and Painter, was employed. The analysis revealed how the picturebooks communicated mental health challenges through verbal text and images. In light of theory and previous research, our discussion connected these findings to emotional literacy, health and life skills, and identified similarities. Our research suggests that the three picturebooks to a large degree are relevant tools when working to promote health and life skills in the classroom","MGUEN550","Master i grunnskolelærerutdanning 5. - 10. trinn, engelsk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3159883","eng","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||engelsk||bildebøker||livsmestring","Utforske potensialet til bildebøker for å fremme folkehelse og livsmestring i engelskfaget: En multimodal analyse","Exploring the potential of picturebooks to promote health and life skills in the English subject: A multimodal analysis","Master thesis"
"affeb7f1-9c5d-49a2-b28d-4d9d8297025e","11250/2473194","Kalstad, Håvard Kvamme",,"2024",,"Oppgavens hensikt er å undersøke og finne ut hvordan kroppsøvingslærere forstår og arbeider for å inkludere elever som melder seg ut i faget, og dermed ikke deltar. I den nye læreplanen står inkludering og tilpasset opplæring sentralt, og et økende fokus på elevenes trivsel i faget synliggjøres. For å klare å inkludere og sikre alle elevers deltakelse ser jeg det viktig å undersøke hvordan kroppsøvingslærere med erfaring arbeider rundt fenomenet, og hvilke tanker og funn de har utviklet etter flere år i faget. Oppgavens problemstilling er som følgende: «Hvordan arbeider lærere for å inkludere elever som ikke vil delta i kroppsøvingsundervisning?». Denne oppgaven kategoriseres som grunnforskning, da hensikten er å sette søkelys på utvikling av kompetanse rundt det aktuelle temaet. Siden formålet er å få kunnskap om kroppsøvingslæreres erfaringer og tanker om fenomenet, er det benyttet en kvalitativ metodisk tilnærming. Empiri er utarbeidet fra intervjuer med tre kroppsøvingslærere, med individuelle og unike erfaringer i 5.-10. trinn. To av lærerne anses som godt erfarne, mens den siste anses som relativt nyutdannet, men med noen års erfaring. For å besvare problemstillingen ble det nyttet en fenomenologisk forskningsmetode. Dette ble valgt for å fremheve meningene bak kroppsøvingslærernes erfaringer rundt fenomenet. Lærerne har en relativt felles forståelse rundt elevenes deltakelse. Det blir nevnt at lærernes undervisning har litt å si for elevenes deltakelse, eksempelvis på gruppeinndeling og aktivitetsvalg. I motsetning til tidligere forskning så anser ikke lærerne «ribbeveggsløpere» som deltakere i kroppsøving, så disse elevene blir tydelig inkludert i oppgavens forståelse av fraværende deltakere.","MGUKØ550",,"https://hdl.handle.net/11250/3159862","nob","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","Kroppsøving||inkludering||motivasjon||deltakelse||tilpasset opplæring","When the pupil does not want to participate in physical education","Når eleven ikke vil delta i kroppsøving","Master thesis"
"2ad22ab1-7370-409d-ba35-0f897b4fc32f","11250/2473194","Rodegård, Sondre Tollefsen",,"2024",,"I denne masteroppgaven undersøker jeg egne erfaringer med å være skadet i studieforløpet.Selv om det i forskningsfeltet eksisterer forskning som omhandler elever med funksjonsnedsettelse sine erfaringer med kroppsøvingsundervisningen, finnes det knapp forskning om kroppsøvingslærerens erfaringer. For å få innsikt i dette har jeg formulert følgende problemstilling: Hva erfarer en kroppsøvingsstudent med å være skadet i studieforløpet?

Studiens teoretiske forankring tar utgangspunkt i Thomas Fuchs´ teorier om følelser og at de er kroppsliggjorte, sosiale, kontekstuelle og foranderlige (Fuchs, 2016). Denne teorien er relevant fordi som kroppsøvingsstudent- og lærer inngår jeg i en kultur sammen med lærerutdannere, medstudenter, kollegaer og elever, hvor følelser oppstår og kjennes på gjennom kroppen. Kroppsøvingskonteksten blir belyst gjennom min livsverden, i tillegg til forskning om kroppsøvingsfaget, kroppsøvingslæreren og profesjonskunnskap (Grimen, 2008; Hermansen, 2018; Sæle & Hallås, 2020). Det empiriske materialet er produsert gjennom en autoetnografisk studie, og består av minner fra dagen jeg ble skadet i september 2022 og frem til i dag. Funnene blir tolket opp mot konteksten og det teoretiske rammeverket for oppgaven.

Studien belyser mine subjektive erfaringer av å være skadet i studieforløpet, hvor følelser er en del av å være kroppsøvingsstudent- og lærer. I funnene kommer det frem at kroppsøvingsstudenten erfarer å ikke kunne delta, å ikke kunne være et godt øvingsbilde, å kjenne på smerte, å kjenne på hva som er riktig for han som lærer, å bli påminnet at han er skadet, å ikke bli tilrettelagt for og å stå på utsiden. I tillegg viser funnene til at kroppsøvingsstudenten- og lærerens personlige og kontekstuelle bakgrunn med glede og kjærlighet for aktivitet og bevegelse, har stor verdi og betydning for profesjonsutøvelsen og interaksjon med elever og kollegaer.

Oppgavens funn kan bidra til kritiske diskusjoner rundt antagelser og forventninger til kroppsøvingslærerrollen, kroppsøvingslæreren og diskurser i kroppsøvingsfaget.","MGUKØ550",,"https://hdl.handle.net/11250/3159856","nob",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"«I notice that there is a part of me as a teacher and as a human that is missing» - An autoethnographic study about being injured during studies","«Jeg merker at det er en del av meg som lærer og menneske som mangler» - En autoetnografisk studie om å være skadet i studieforløpet","Master thesis"
"73fd6a2b-c144-4870-a83d-c94cb2d258e2","11250/2473201","Eide-Olsen, Madeleine",,"2024",,"In an increasingly interconnected world, both demographically and digitally, communicating and interacting with people from different backgrounds, with different worldviews and mindsets is inevitable. The need for developing intercultural competence may be more important than ever before, and central to fostering this development is formal education. In this context, the present thesis is written in the field of English didactics and investigates how learning tasks on the Digital Learning Platforms Elevkanalen and Skolestudio might promote Intercultural Learning for Lower Secondary School EFL learners. The present study draws on Byram’s (2020) model for Intercultural Communicative Competence and Deardorff’s (2006) Pyramid model for Intercultural Competence. The design of the learning tasks was analysed in light of Moreno & Mayer’s (2007) five types of Interactivity in Multimodal Learning Environments. Finally, the learning tasks were categorised based on whether they encouraged peer collaboration. 
Through a learning task analysis based on both qualitative and quantitative aspects, the present study found a prevalence of learning tasks linked to the promotion of factual knowledge and a lack of tasks related to critical cultural awareness on both platforms. When examining the digital features of the learning tasks’ design, the present study indicates that few of the tasks on the platforms capitalise on the opportunities afforded by the digital format. The findings also show that learning tasks on both platforms encourage peer collaboration. However, few learning tasks were linked to co-construction of intercultural meaning between peers or the practice of communication in intercultural encounters. A pedagogical implication derived from this study suggests that teachers play an important role in adapting learning tasks to fulfil the curriculum’s comprehensive goals of a holistic and all-round development of learners, including intercultural competencies","MGUEN550","Master i grunnskolelærerutdanning 5. - 10. trinn, engelsk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3159844","eng","Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","grunnskolelærerutdanning||engelsk||Elevkanalen||Skolestudio||læringsoppgaver||språkutdanning",,"Investigating Intercultural Competence on Digital Learning Platforms for Lower Secondary School: An Analysis of Learning Tasks","Master thesis"
