id,collection,dc.contributor.author,dc.date.issued,dc.description.abstract,dc.description.abstract[en_US],dc.description.localcode,dc.description.localcode[],dc.description.localcode[en_US],dc.description[en_US],dc.identifier.uri,dc.language.iso[en_US],dc.publisher[],dc.publisher[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US]
"e48719ad-d81c-4afe-b588-2159a5c7c054","11250/152233","Rasmussen, Julie Belden","2023",,"Denne masteroppgaven undersøker diskurser i fremstillingen av karakterer med funksjonsnedsettelser i et utvalg av barne-og ungdomslitteratur. Dette er blitt undersøkt ved hjelp av kritisk diskursanalyse og hovedvekten har vært på Faircloughs tredimensjonale modell. Datamaterialet består av tre barne- og ungdomsbøker som omhandler tre ulike karakterer med funksjonsnedsettelser. På bakgrunn av dette ble følgende problemstilling utarbeidet: Hvilke diskurser om karakterer med funksjonsnedsettelser er fremtredende i et utvalg av barne-og ungdomslitteratur?
En av de mest sentrale kildene i teorien er boken til Lars Grue (2004) Funksjonshemmet er bare et ord: Forståelser, fremstillinger og erfaringer. 
Denne masteroppgaven har et spesialpedagogisk perspektiv og det er derfor blitt brukt teorier som er relevante innenfor dette feltet. I teorien står funksjonsnedsettelsesbegrepet sentralt, samt at det gis et historisk bakteppe på hvordan dette begrepet har endret seg over tid. Det ser også ut til at det fortsatt er
i endring. I tillegg er normalitetsideologien, normalitet/avvik, stigma og identitet viktige
begreper og teorier i denne masteroppgaven. Ved å anvende kritisk diskursanalyse som metode har det gitt innsikt i hvordan språket har makt til være med på å skape eller opprettholde stereotypier om individer med funksjonsnedsettelser. Det ble identifisert fire diskurser i de tre bøkene: Diskursen om normalitet og avvik, diskursen om identitet, diskursen om stigma og stigmatisering, og diskursen om oss/de. Funnene tilsier at det fortsatt er stereotypiske fremstillinger av funksjonsnedsettelser i de utvalgte bøkene. Funnene var ikke utelukkende negative, ettersom noen av fremstillingene tyder på positive og fruktbare representasjoner av karakterer med funksjonsnedsettelser. De negative fremstillingene var med på å konstruere den stereotypiske oppfatningen om at de var ofre, mistilpasset eller at de ikke passet inn i den sosiale normen.",,,"MGUSP550","Master i grunnskolelærerutdanningen 5. - 10. trinn, spesialpedagogikk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3100497","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||spesialpedagogikk||funksjonsnedsettelser","A study of discourses in the representations of disabilities in children´s and youth literature","En studie av diskurser i fremstillinger av funksjonsnedsettelser i barne- og ungdomslitteratur","Master thesis"
"23c7ffd0-468a-4eae-8277-62360b45444f","11250/152233","Tønjum, Julie Agathe Oma","2023",,"Tematikken for denne studien har omhandlet prinsippet om tilpasset opplæring, og opplevelsen av hvordan dette praktiseres. Formålet med masteroppgaven har vært å undersøke hvordan noen ungdomsskoleelever opplever at prinsippet blir ivaretatt i skolen. Forskning på feltet peker i retning av at skolens arbeid med tilrettelegging ikke er tilstrekkelig for å favne om elevmangfoldet i skolen. I forbindelse med dette stilles det økende krav til anerkjennelsen og ivaretakelsen av elevstemmen. Derav oppgavens fokus på involvering av elevenes perspektiver i utviklingsarbeid av skolens praktisering. 
Oppgavens problemstilling lyder som følgende: Hva er ungdomsskoleelevers opplevelse av hvordan prinsippet om tilpasset opplæring blir ivaretatt i skolen? 
Studiens teoretiske rammeverk har tatt utgangspunkt i utdanningspolitiske dokumenter, litteratur og forskning på området. Dette legger grunnlaget for en helhetlig forståelse av prinsippet og dets omfang. Vygosktys teori om den nærmeste utviklingssonen ble brukt som perspektiv på å forklare barn og unges utvikling og læring i sammenheng med arbeidet med tilpasset opplæring i skolen. Studien har hatt et kvalitativt forskningsdesign, hvor transkribert datamateriale fra to fokusgruppeintervju med åtte ungdomsskoleelever ble grunnlaget for den tematiske analysen som ble gjennomført. Videre diskuteres funnene i lys av oppgavens teoretiske forankring. 
Studiens resultater viste at elevene opplevde praktiseringen av prinsippet om tilpasset opplæring som mangelfull og overfladisk, hvor faktorer som elevmedvirkning, sosial læring/ utvikling, differensiering og variasjon i liten grad ble prioritert i planlegging av undervisningen. Elevene opplevde den som ensformig og generisk, og at det ikke ble tilrettelagt for at deres stemmer skulle bli hørt, eller involvert. Samtidig løftet elevene frem flere positive aspekter ved undervisningen og skolekulturen/ skolemiljøet. Her ble betydningen av gode relasjoner vektlagt i stor grad. Elevene trodde at lærerne hadde et ønske om å støtte og hjelpe dem i timene, men at skolens rammer og ressurser setter begrensninger for opplæringstilbudet de får. Elevenes manglende opplevelse av sosial og faglig oppfølging, slik utdanningspolitiske dokumenter og forskning også viser, virker å prege elevenes individuelle læringssituasjon og deres opplevelse av læringen. Masteroppgavens funn kan forstås slik at skolen har en generell felles forståelse av prinsippet, men at de betydelige utfordringene oppstår i den praktiske gjennomføringen",,,"MGUSP550","Master i grunnskolelærerutdanning 5. - 10. trinn, spesialpedagogikk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3100499","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||spesialpedagogikk||ungdomsskoleelever","Secondary school pupils´ perception of adaptive teaching in ordinary education","Ungdomsskoleelevers opplevelse av tilpasset opplæring i ordinær undervisning","Master thesis"
"762c811a-d4bf-4296-bfec-375e3f2ae3e9","11250/2473201","Bryn, Sigrid","2023",,"I denne masteroppgåva undersøkjer eg avvik frå nynorsknorma hjå eit utval elevar i det fokuserte språksamfunnet Voss herad. Eg har studert tekstar som er skrivne i tre ulike skrivesituasjonar med ulik grad av formalitet i- og rundt skrivinga. Skrivesituasjonane som oppgåva dreier rundt er tentamensskriving, notatbokskriving og fritidsskriving. Grunna at fritidsskrivinga er henta frå sosiale medium, er informantane over 13 år. 
Det teoretiske grunnlaget analysen byggjer på er basert på teori knytt til normering av språk, og ei sosiolingvistisk framstilling av identitet. Sosiale medium har vorte ein stor del av ungdom sin kvardag, noko som gjer at skrift vert teke i bruk både på skulen og i større grad på fritida. Denne digitale skrivinga opnar for meir uformell skriving, der mange nyttar talemålsnær skriving for å visa identitet. 
Materialet mitt er i stor grad samla inn i samband med prosjektet MultiLit, der eg har teke utgangspunkt i skrivesituasjonar hjå fem informantar. Eg har talt opp og kategorisert alle avvika eg har funne i tekstane. Vidare har eg gått inn på avvika som er knytt til talemålet, i tillegg til å sjå på bakgrunnsinformasjon om kvar informant. 
Funna mine viser at det er ulikt i kva grad informantane held seg innanfor nynorsknorma i dei ulike skrivesituasjonane. I fritidsskrivinga verkar talemålet å spela ei sentral rolle i korleis dei unge kommuniserer med kvarandre. Her kan det sjå ut til at identitet spelar ei større rolle for informantane, enn fokuset på nynorsknorma. Talemålsavvika i fritidstekstane er relativt like hjå informantane. Dette kan også seia noko om at ungdomar er opptekne av å næra seg ein felles identitet i den uformelle skrivinga. I den formelle skrivesituasjonen er det større variasjon og spenn i type avvik. Det er også verdt å merka seg at det i nokre av desse tekstane er ein del innslag av bokmålsavvik.",,,"MGBNO550","Master i grunnskolelærerutdanning 1. - 7. trinn, norsk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3100556","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||norskfaget||normeringsavik","Anomalies in written rhetorical situations: A study of anomalies among youth in a focused language society","Normeringsavvik i ulike skrivesituasjonar: Ei gransking av normeringsavvik hjå eit utval ungdomar i eit fokusert språksamfunn","Master thesis"
"49154d6e-1c63-430f-b751-b9a4d8e861df","11250/152233","Lægreid, Vilde Eikås","2023",,"Problemstillinga for oppgåva er: Korleis møter lærarar elevar med utagerande åtferd, og korleis kan ulike sider ved direkte og indirekte pedagogikk vere eit hjelpemiddel i møte med utagerande åtferd? Utgangspunktet for oppgåva er eit ynskje om å auke kompetansen til tilsette i skulen rundt utagerande åtferd og pedagogiske handlingar i form av direkte og indirekte pedagogikk. Føremålet er å finne ut om lærarar bevisst bruker direkte og indirekte tilnærmingar til åtferda, og korleis det kan påverke åtferda, ved å førebygge eller utløyse den. Oppgåva tar også sikte på å sette søkelyset på korleis informantane i intervjuet forstår pedagogisk handlingskompetanse, og her sin eigen kompetanse, og korleis dei ser på utagerande åtferd. 
I teoridelen tar eg utgangspunkt i problemstillinga når eg presenterer relevant forsking og teori. Det blir gitt eitt innblikk i måtane å definere utagerande åtferd på og eg ser også på risikofaktorar og beskyttande faktorar knytt til utvikling av ei utagerande åtferd. Her er det fleire faktorar som har stor relevans for lærarar å ha kunnskap om. Vidare rettar eg fokuset på direkte og indirekte pedagogikk som pedagogiske handlingar med teorien til Sæverot (2022) som fundament. Han knyt direkte og indirekte pedagogikk til undervisning og arbeidsmetodar, mens eg søker å knyte det til å møte og førebygge utagerande åtferd. 
I prosjektet er det vitskapsteoretiske grunnlaget fenomenologisk-hermeneutikk, og metoden i prosjektet er derfor kvalitativ metode med forskingsintervju. Det blei gjennomført eit semistrukturert intervju som går føre seg som ein samtale mellom informant og forskar, og opnar for at forskaren kan stille oppfølgingsspørsmål om nødvendig. Intervjuet har fokus på å gå i djupna i erfaringar, kunnskapar og tankar om forskingsspørsmålet frå informanten. Her fekk eg eit godt innblikk i informantane sine erfaringar kring arbeid med elevar som utviser ei utagerande åtferd, som igjen blei tolka for å kome fram til ein djupare meining bak svara deira. I tillegg la deira opplevingar og erfaringar grunnlaget for drøftingskapittelet og ein konklusjon til slutt. 
Funna viser at bruk av direkte og indirekte pedagogikk er ubevisst, og at majoriteten av møta mellom lærar og utagerande åtferd er prega av ei direkte tilnærming. Informantane sine svar viste også at det var knytt usikkerheit til sjølve omgrepet, og til omgrepet pedagogisk handlingskompetanse. Det kan tyde på at ein treng å auka den pedagogiske handlingskompetansen hos lærarar. Eit anna funn viser viktigheita av kunnskapen lærarar har om elevane og at relasjonen dei har er med på å legge grunnlaget for korleis læraren vel å møte elevar med ei utagerande åtferd. I tillegg peika informantane på viktigheita av god klasseleiingskompetanse hos lærarar, og evna til å skape tydelege og trygge rammer for elevane. 
Gjennom studien har det blitt tydeleg at lærarar treng auka kunnskap om pedagogisk handlingskompetanse, og særleg korleis direkte og indirekte tilnærmingar kan vere eit hjelpemiddel, både i møte med åtferda og i førebygging. Samt at ein må vere bevisst og reflektert rundt bruken av dei, og sjå kva som eigner seg best i møte med ulike elevar",,,"MGUSP550","Master i grunnskolelærerutdanning 5. -10. trinn, spesialpedagogikk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3100517","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||spesialpedagogikk","Indirect pedagogy in dealing with disruptive behavior:  A qualitative study","Indirekte pedagogikk i møte med utagerande åtferd: Ein kvalitativ studie","Master thesis"
"8dcf8264-6a5e-4f7a-aad2-eaaf6a6de2f6","11250/152233","Emmerhoff, Jan Andreas Igelkjøn","2023",,"Denne masteravhandlingen er en dokumentanalyse av Meld. St. 6 (2019-2020) og NOU 2015:2. Problemstillingen som oppgaven har formet seg rundt er «Hvordan kommer inkluderingsbegrepet til uttrykk i to utvalgte styringsdokumenter, og hvilke faktorer kan ha betydning for realiseringen av en inkluderende praksis i skolen?». Jeg har også to ulike forskningsspørsmål «Hvilken betydning kan kompetanseutvikling og profesjonelle fellesskap ha for ambisjonen om en inkluderende skole?», og «Hvordan kan et profesjonelt læringsfellesskap bidra til å bringe kompetanse nærmere elevene?». Temaet for oppgaven er hovedsakelig inkludering i skolen, og i den forbindelse har disse styringsdokumentene vært
relevante da de inneholder omfattende beskrivelser, vurderinger og anbefalinger relatert til inkludering og spesialundervisning. Studien min benytter seg av en kvalitativ dokumentanalyse som metode og Malterud (2017) sin analysemodell, en systematisk tekstkondensering (STC). Da jeg hadde en objektiv tilnærming til analysearbeid fant jeg profesjonelle kompetanseutvikling, læringsfellesskap og
støttesystemer som sentrale begreper i dokumentene. Bakgrunn for valget av tema til denne oppgaven, er min interesse for å lære mer om inkluderingsbegrepet, og ønsket etter å lære mer om hvordan jeg som lærer kan forstå styringsdokumenter. Viktige funn fra dokumentanalysen av Meld. St. 6 og NOU 2015:2 kan vise at psykososiale læringsmiljø og inkludering er to begreper som på mange måter henger sammen da de begge handler om sosial tilhørighet. I dokumentene kan vi også se at inkludering handler om alle elever i ett mangfoldig fellesskap. Funn fra dokumentanalysen har blitt sett i sammenheng med ulike sentrale publikasjoner på inkluderingsbegrepet. Gjennom en kvalitativ dokumentanalyse av Meld. St. 6 og NOU 2015:2 kan denne masteroppgaven bidra til en dypere forståelse av inkluderingsbegrepet. Resultat fra studien kan gi et innblikk i noen av utfordringene og mulighetene som inkludering har for praksis i skolen.",,,"MGUSP550","Master i grunnskolelærerutdanning 5. -10. trinn, spesialpedagogikk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3100510","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||spesialpedagogikk||inkluderende||støttesystemer","An inclusive school for everybody: A Qualitative document analysis of NOU 2015:2 and Meld. St. 6 (2019-2020)","En inkluderende skole for alle: En kvalitativ dokumentanalyse av NOU 2015:2 og Meld. St. 6 (2019-2020)","Master thesis"
"9a4e6148-f1ed-4341-bd1a-aea2ea2a4cd4","11250/152233","Norr, Lene","2023",,"Vold og overgrep mot barn er et kjent samfunnsproblem som har både individuelle og
samfunnsmessige kostnader. Til tross for dette, avdekkes det ikke nok. Skolen har en sentral rolle i dette arbeidet, og lærere tilskrives en rolle i avdekkingen uten å nødvendigvis ha forutsetningene for å gjennomføre det i praksis. Dette masterprosjektet har rettet søkelyset mot den opplevde lærerrollen i sammenheng med avdekking av vold og overgrep hos elever. Oppgaven tar utgangspunkt i lærere som velferdsstatens førstelinjearbeidere, og betrakter det derfor som at de står i spenn mellom tilgjengelige ressurser og både interne og eksterne krav og forventninger. På bakgrunn av dette ble følgende problemstilling konstruert: 
Hvordan opplever lærere sin egen rolle i avdekking av vold og overgrep hos elever?
 I tillegg ble to forskningsspørsmål formulert for å støtte problemstillingen: 
Hvordan opplever de samarbeidet med relevante aktører? Hvordan kan den opplevde lærerrollen bidra til og/eller hindre avdekking av vold og overgrep?
Målet har vært å trekke frem læreres subjektive erfaringer og refleksjoner. Å gjennomføre kvalitative semi-strukturerte intervjuer av lærere ga muligheten til å undersøke dette, og empirien ble deretter analysert i henhold til Braun og Clarkes (2006) tematiske analyse i lys av Lipskys teori om bakkebyåkratiet (1980). Funnene viser at lærerrollen medfører mange roller, og at forventningene til rollen ofte oppleves høye og urealistiske. Følelser av utilstrekkelighet og maktesløshet styrkes der lærerne befinner seg i spennet mellom krav og forventninger, og ressurser. Avdekking av vold og overgrep utfordres fordi lærerrollen utfordres, og tvetydige
rolle- og ansvarsområder kombinert med utfordringer rundt grensesetting resulterer i en noe overambisiøs lærerrolle på bakkenivå. Denne kombinasjonen kan svekke evnen til å avdekke og rapportere tilfeller av vold og overgrep hos elever",,,"MGUSP550","Master i grunnskolelærerutdanning 5. - 10. trinn, spesialpedagogikk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3100505","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||spesialpedagogikk","We´re supposed to be experts in everything: Teachers´ experiences and reflections on their role in uncovering violence and abuse","Vi skal være eksperter på alt: Læreres erfaringer og refleksjoner om sin rolle i avdekking av vold og overgrep","Master thesis"
"b06a2eb7-30ef-4143-9fb7-91103a2eaa49","11250/285933","Vik, Rebekka","2023",,"Denne masteroppgåva har vore eit bidrag til å undersøke korleis norsk barneteater skildrar tabubelagd tematikk, og har trekt fram faktorar som påverkar korleis tabubelagd tematikk vert skildra av norsk barneteater. Ved hjelp av teori, innsamla data og drøfting, fann eg svar på følgande problemstilling: Korleis skildrar norsk barneteater tabubelagd tematikk? For å sjå næmare på problemstillinga utforma eg også eit forskingsspørsmål: Kva påverkar korleis norsk barneteater skildrar tabubelagd tematikk? 
Denne studien er ein hermeneutisk-fenomenologisk studie, med eit kvalitativ-deduktivt forskingsdesign. Ved hjelp av ein analysemodell, basert på dramafagleg teori og teatersemiotikk, nytta eg framsyningsanalyse som forskingsmetode, og utførte framsyningsanalysar av tre barneteaterframsyningar i Bergen, i 2022 og 2023. Resultatet studien fann, var at ein mangel på kunnskap om barnepublikummet, og eit maktperspektiv påverkar korleis tabubelagd tematikk vert skildra i norsk barneteater. 
Maktperspektivet i norsk barneteater, kan ein sjå ved at både barnesyn, økonomi, og frykt hjå vaksne påverkar deira skildring av tabubelagd tematikk. Nokre framsyningar nyttar seg av humor som eit vernande lag, medan andre, skildrar tabubelagd tematikk på ein meir ufiltrert og verkelegheitsnær måte. Dei to ulike tilnærmingane til tabubelagd tematikk viser i kor ulik grad den tabubelagde tematikken vert teken på alvor. Mitt svar på problemstillinga, var difor at norsk barneteater skildrar tabubelagd tematikk, basert på eit maktperspektiv",,,"M120DR513","Master i dramapedagogikk og anvendt teater. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3098457","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"dramapedagogikk||barneteater||barnetragedier||maktperspektiv||tabu","Norwegian children`s tragedies: A study of Norwegian children's theatre's depiction of taboo themes","Norske barnetragediar: Ein studie av norsk barneteater si skildring av tabubelagd tematikk","Master thesis"
"6817dfbb-c3fa-45b2-8983-00f9d5220471","11250/2473194","Molvik, Rudi Hauge||Stana, Simen Hellandsvik","2023",,"Funn fra tidligere studier viser at endring av hvordan kroppsøving praktiseres kan være nødvendig for å endre misfornøyde elevers oppfattelse av faget (Moen et al. 2018; Säfvenbom et al. 2015). Mangel på elevmedvirkning og variasjon i faget nevnes som noe elevene savner i kroppsøving. Interessebasert kroppsøving legger opp til elevmedvirkning og variasjon i faget og kan være en del av løsningen på problemene som faget møter. 
Denne masteravhandlingen er en kvalitativ studie som undersøker hvilke refleksjoner et utvalg ungdomsskolelærere har omkring bruken av Interessebasert kroppsøving i faget. Det er gjennomført fire semistrukturerte intervjuer med kroppsøvingslærere fra ungdomsskolen. Funn fra intervjuene er diskutert i lys av tidligere forskning, læreplaner og forskrifter. Det teoretiske rammeverket for studien er selvbestemmelsesteorien av Deci & Ryan (1985) og den didaktiske relasjonsmodellen (Brattenborg & Engebretsen, 2021). 
Hovedfunnene i studien viser at lærerne er positive til bruken av Interessebasert kroppsøving i skolen. De mener at å prøve dette ut i praksis på ungdomsskolen kan gi en positiv utvikling for elevenes elevmedvirkning og indre motivasjon. Flere av dem sår tvil over om det er hensiktsmessig å gjennomføre Interessebasert kroppsøving over lengre perioder. De mener at det kan være et godt verktøy som en del av et variert kroppsøvingsfag. Videre problematiserer lærerne gjennomføringen av Interessebasert kroppsøving på skoler som mangler ressurser og ikke har de nødvendige rammefaktorene på plass. De forteller også at Interessebasert kroppsøving kan passe til de fleste trinn, men at det passer best for de eldste elevene på ungdomsskolen. Det kommer tydelig frem at det må være tilstrekkelig med lærere i forhold til elevgruppene for at Interessebasert kroppsøving skal bli vellykket. 
Håpet er at denne studien kan bidra til bedre kunnskaper om gjennomføringen av Interessebasert kroppsøving sett fra en lærers ståsted, og hva de anser som muligheter og begrensninger med organisasjonsformen. Selv om studien vår har et begrenset antall informanter, har det likevel kommet frem funn som tyder på at Interessebasert kroppsøving kan ha en fremtid innenfor kroppsøvingsfaget. Mer forskning innenfor dette vil da være nødvendig for å få mer kunnskap om bruken og virkningen av organisasjonsformen. Ettersom studien vår forsker på lærere sine refleksjoner om Interessebasert kroppsøving før gjennomføring, vil det være interessant og lærerikt om fremtidig forskning undersøker erfaringene deres etter gjennomføring.",,,"MGUKØ550","Master i grunnskolelærerutdanning 5. -10. trinn, kroppsøving. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3098392","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||kroppsøving||elevmedvirkning||rammefaktorer||motivasjon","Teachers reflections about Interest based physical education","Læreres refleksjoner om Interessebasert kroppsøving","Master thesis"
"2a7241ee-00f4-4d23-9c02-b58eaa420a37","11250/2473194","Hauge, Mats","2023",,"Vurdering i kroppsøving har vært mye diskutert de siste årene, og det har vært et ønske hos mange å ta bort karakter i kroppsøving. For at kroppsøving skal være et læringsfag på lik linje med de andre fagene kan det argumenteres for at det er viktig å beholde karakteren i faget siden selve formålet med vurdering er å fremme læring hos elevene, bidra til lærelyst underveis og gi elevene kunnskap om kompetansen de har underveis og ved avslutningen av opplæringen 
På bakgrunn av denne pågående diskusjonen var målet med denne studien å undersøke hvordan vurderingspraksisen til kroppsøvingslærerne på ungdomsskolen, og hvor mye innføringen av LK20 har påvirket deres vurderingsprakis. For å svare på studiens problemstilling ble det tatt i brukt et fenomenologisk perspektiv og gjennomført kvalitative intervjuer av syv kroppsøvingslærere i Rogaland. Studien har undersøkt hvordan kroppsøvingslærere opplever vurdering i faget, og hva de mener vurdering i faget er, hvordan de vurderer, deres oppfattelse av andre kroppsøvingslæreres vurderingspraksis og overgangen til LK20 er hovedtemaene som blir undersøkt i denne studien. 
Funn i denne studien viser at kroppsøvingslærerne synes egenvurdering er en veldig god vurderingsform. Det kommer også frem at lærerne prater sammen om vurdering, men kun uformelle samtaler. De savner mer formell tid til diskusjon om vurdering og flere av lærerne opplever kroppsøvingsfaget blir nedprioritert. Lærerne opplever vurderingskriteriene som ganske vage og savner mer konkrete vurderingskriterier i LK20. Elevenes innsats er viktig for alle kroppsøvingslærerne, og deres holdninger til faget, det å gjøre andre god, og være inkluderende er kvaliteter som kroppsøvingslærerne sier har en positiv påvirkning på elevenes innsats i faget",,,"MGUKØ550","Master i grunnskolelærerutdanning 5. -10. trinn, kroppsøving. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3098404","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||kroppsøving||kunnskapsløfte||vurderingsformer||egenvurdering||profesjonsfelleskap","How do physical education teachers in secondary school assess pupils, and how has the introduction of LK20 affected their assessment practice?","Hvordan vurderer kroppsøvingslærere på ungdomskolen, og hvordan har innføringen av LK20 påvirket deres vurderingspraksis?","Master thesis"
"9ae67716-0e83-4d95-ab47-cd6cd745b92b","11250/2473194","Sørli, Marius Garmann","2023",,"Bakgrunn og formål: Hovedformålet med masteroppgaven har vært å belyse informantene sine opplevelser innenfor tematikken klasseledelse og hvordan de aktivt reflekterer omkring eget arbeid for å utvikle et inkluderende læringsmiljø i kroppsøvingsfaget. Hensikten har vært å se på sentrale aspekter som går igjen når det kommer til lærernes klasseledelse og måten de legger til rette kroppsøvingsundervisningen, for å utvikle et inkluderende læringsmiljø i faget. Erfaringer og kontraster viser at forskjellige lærere har ulike lederstiler, noe som fører til forskjellige typer klasseledelse. Skolen er for mange elever en viktig arena når det kommer til det å få og holde elever i fysisk aktivitet (Eriksen, 2020). 
Problemstilling: Masteroppgavens problemstilling er: 
«Hvordan reflekterer et utvalg kroppsøvingslærere omkring eget arbeid ved å utvikle et inkluderende læringsmiljø i kroppsøvingsfaget?» 
Metode: Metoden som har blitt brukt for å hente inn data er kvalitativt forskningsintervju. Det er tre ulike informanter som har vært med i forskningsprosjektet, hvor den ene underviser i barneskolen, mens de to andre underviser i ungdomsskolen. Studien har hatt en fenomenologisk tilnærming, hvor fokuset har vært å få frem informantene sine egne synspunkter, med fokus på deres kunnskap og erfaringer. Intervjuene tok utgangspunkt i en semistrukturert intervjuguide og ble gjennomført i mars 2023. Etter at intervjuene var gjennomført, ble dataene transkribert i koder og analysert. 
Resultater: Masteroppgaven blir oppsummert med ulike funn og ikke en endelig konklusjon. Funn som kan bli trukket frem er informantene sitt bevisste forhold til klasseledelse. De ser på relasjonsbygging som en sentral og viktig faktor for å fremme god klasseledelse. Informantene er bevisst på at ansvaret for å både skape gode relasjoner mellom lærer og elev og å legge til rette for et inkluderende læringsmiljø, ligger hos læreren. Sentrale faktorer som variasjon i undervisningen, trygghet, trivsel, motivasjon og mestring, kommer frem hos informantene for å utvikle et inkluderende læringsmiljø. Lærerens kjennskap til elevene blir sett på som viktig for å kunne legge til rette for hver enkelt elev ut ifra elevene sine ulike evner og forutsetninger",,,"MGUKØ550","Master i grunnskolelærerutdanning 5. - 10. trinn, kroppsøving. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3098432","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"grunnskolelærerutdanning||kroppsøving||læringsmiljø","Physical education teachers’ reflections on their own management to develop an inclusive learning environment","Kroppsøvingslæreres refleksjoner omkring eget arbeid ved å utvikle et inkluderende læringsmiljø","Master thesis"
"c467f74d-ca6a-4cb0-86c1-108c94ce8e5f","11250/285933","Tahani, Mona","2023",,"Studiet tar sikte på å undersøke hvordan teater og drama kan bidra til å skape et inkluderende miljø for ungdommer med forskjellig kulturell bakgrunn. Spesielt er fokus rettet mot hvordan dramaaktiviteter kan fungere som et verktøy for å etablere sosiale relasjoner mellom ungdommer. Gjennom en kombinasjon av observasjoner, intervjuer og samtaler med prosjektdeltakerne ble det avdekket at flere ungdommer hadde opplevd diskriminering og/eller ekskludering i ulike livssituasjoner. Dette kan ha negative konsekvenser for deres psykiske helse og opplevelse av tilhørighet i samfunnet. Det var derfor avgjørende å identifisere og adressere utfordringene som ungdommene møtte, samt etablere tillitsbaserte samarbeid mellom ungdommene og nøkkelpersoner som lærere og ressurspersoner for å effektivt bekjempe fordommer og diskriminering. 
Gjennom bruk av ulike dramateknikker, kunne ungdommene rapportere om økt bevissthet rundt temaer som inkludering, diskriminering og integrering, og de følte seg engasjerte og anerkjente i et trygt og inkluderende miljø. Det ble også observert flere barrierer som ungdommene hadde som hindret effektiv bekjempelse av fordommer og diskriminering, for eksempel manglende tillit til nøkkelpersoner og frykt for konsekvenser ved deling av personlige erfaringer. Studien understreker dermed viktigheten av å skape inkluderende miljøer for ungdommer med ulik kulturell bakgrunn og å gi dem muligheten til å uttrykke seg kreativt og delta i et trygt og inkluderende miljø som tar hensyn til deres forskjellige kulturelle bakgrunner. 
For å oppnå dette er det nødvendig å jobbe med å øke bevisstheten rundt tabubelagte temaer som fordommer og diskriminering, og heller finne løsninger som kan være inkluderende og bevisst skapende. Det er også viktig å legge til rette for trygge rom der ungdommene kan uttrykke seg fritt og dele sine erfaringer uten frykt for konsekvenser. Endelig er det viktig å etablere tillitsbaserte samarbeid mellom ungdommene og nøkkelpersoner og å ha en helhetlig tilnærming som inkluderer både teori og praksis i arbeidet med å fremme et inkluderende miljø for ungdommer med ulik kulturell bakgrunn.",,,"M120DR513","Master i dramapedagogikk og anvendt teater. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3098449","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"dramapedagogikk||drama||teater||ungdommer","Building Bridges with Theatre","Teater som brobygger","Master thesis"
